Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
1,Abilene Christian,16,6,10,.375,-5.34,-0.74,,1,4,,3,3,,1,6,,1201,1219,,73.5,100.6,.415,.272,.525,46.3,52.5,10.6,3.7,.479,15.5,25.3,.299
2,Air Force,16,7,9,.438,-4.01,-3.82,,0,4,,4,5,,3,3,,1080,1083,,64.5,103.1,.339,.441,.561,48.8,62.9,11.0,14.1,.536,17.4,24.4,.232
3,Akron,17,13,4,.765,5.62,-0.65,,5,0,,8,0,,4,1,,1311,1116,,67.3,113.7,.327,.433,.579,53.2,54.7,9.6,7.3,.551,15.0,32.2,.236
4,Alabama,17,12,5,.706,24.91,8.62,,4,0,,8,1,,2,1,,1534,1257,,72.3,124.7,.382,.481,.623,54.6,52.8,10.4,11.3,.586,14.2,35.2,.300
5,Alabama A&M,18,3,15,.167,-17.75,-3.52,,2,3,,1,4,,2,9,,1244,1500,,72.5,94.7,.453,.271,.506,47.9,43.2,10.3,11.1,.453,19.6,31.7,.323
6,Alabama State,18,9,9,.500,-8.20,-1.07,,4,1,,4,2,,2,7,,1275,1267,,71.4,98.6,.265,.364,.477,49.8,45.6,13.0,11.9,.441,13.1,31.2,.192
7,Albany (NY),17,10,7,.588,-4.93,-6.37,,2,0,,6,0,,4,6,,1329,1267,,74.5,104.9,.330,.356,.537,51.8,48.0,11.8,7.5,.504,16.5,33.8,.234
8,Alcorn State,16,2,14,.125,-14.42,3.58,,1,2,,1,0,,1,14,,1095,1357,,70.4,97.2,.333,.248,.485,47.9,40.1,10.4,5.3,.450,14.5,31.6,.223
9,American,18,10,8,.556,-7.36,-7.19,,4,1,,6,1,,4,7,,1317,1291,,65.1,111.7,.274,.461,.570,52.3,57.2,9.5,5.8,.547,14.7,30.4,.192
10,Appalachian State,17,13,4,.765,5.99,-1.81,,4,1,,6,0,,4,3,,1304,1073,,69.5,108.8,.283,.362,.544,53.6,52.7,9.3,16.3,.523,13.4,30.4,.187
11,Arizona,16,12,4,.750,29.34,10.03,,3,2,,8,0,,2,2,,1459,1150,,75.7,118.5,.332,.308,.583,59.1,58.4,12.0,9.2,.555,13.8,37.6,.242
12,Arizona State,16,10,6,.625,6.70,8.20,,4,1,,7,0,,2,2,,1108,1132,,71.8,96.4,.375,.381,.507,45.0,50.1,11.7,11.8,.478,13.9,20.2,.238
13,Arkansas,17,10,7,.588,7.18,6.35,,1,3,,9,2,,0,2,,1333,1319,,72.9,106.0,.474,.339,.555,49.8,44.3,7.2,16.4,.510,14.6,25.7,.340
14,Arkansas State,17,7,10,.412,-1.45,-0.98,,3,2,,5,2,,1,7,,1342,1350,,71.2,110.9,.329,.460,.553,51.0,56.3,7.6,10.1,.523,14.9,33.1,.234
15,Arkansas-Pine Bluff,16,6,10,.375,-17.42,-0.58,,1,2,,4,3,,2,7,,1334,1374,,76.7,108.8,.342,.473,.577,46.8,57.1,9.8,6.2,.540,15.4,24.7,.262
16,Army,17,5,12,.294,-13.99,-8.39,,1,3,,4,5,,1,7,,1042,1083,,64.1,94.9,.258,.473,.492,51.4,58.7,9.8,12.1,.479,17.1,29.5,.146
17,Auburn,16,14,2,.875,21.66,3.29,,3,0,,9,0,,1,1,,1345,1051,,71.4,117.7,.393,.387,.574,54.0,65.2,10.6,15.3,.532,12.1,34.1,.297
18,Austin Peay,18,8,10,.444,-5.99,-0.72,,1,2,,5,1,,2,8,,1229,1209,,66.1,103.4,.244,.377,.508,49.0,44.3,11.8,10.5,.484,12.3,29.1,.165
19,Ball State,17,9,8,.529,-6.79,-4.93,,1,4,,7,2,,2,5,,1258,1184,,67.3,110.0,.388,.379,.572,52.0,46.5,8.0,8.3,.530,15.7,29.3,.294
20,Baylor,17,14,3,.824,20.96,5.64,,3,1,,10,0,,1,1,,1441,1170,,68.8,121.4,.355,.361,.596,54.9,51.9,9.9,10.1,.569,13.8,37.7,.255
21,Bellarmine,19,4,15,.211,-10.85,2.02,,0,4,,3,4,,1,11,,1275,1387,,66.8,100.4,.224,.391,.522,46.4,55.6,8.2,6.4,.488,13.9,23.0,.178
22,Belmont,17,11,6,.647,1.05,2.30,,4,2,,7,0,,3,5,,1335,1321,,73.1,106.6,.330,.390,.581,48.1,51.8,11.2,7.5,.555,16.7,22.8,.235
23,Bethune-Cookman,16,7,9,.438,-13.81,-4.89,,2,1,,6,1,,1,6,,1192,1209,,74.7,98.9,.341,.318,.516,49.7,48.9,15.7,8.7,.477,17.5,32.8,.247
24,Binghamton,15,8,7,.533,-10.71,-4.94,,0,2,,6,0,,2,7,,1129,1094,,70.9,106.2,.360,.302,.538,53.8,53.8,7.1,12.3,.511,14.9,32.1,.238
25,Boise State,17,12,5,.706,12.63,7.30,,3,1,,8,1,,2,1,,1257,1104,,68.1,108.6,.361,.376,.551,55.4,48.5,8.9,6.2,.516,15.2,32.6,.259
26,Boston College,17,11,6,.647,8.49,3.31,,2,4,,7,2,,3,2,,1326,1238,,69.5,111.4,.272,.358,.559,49.8,49.3,9.3,10.9,.529,12.3,26.8,.205
27,Boston University,17,7,10,.412,-9.18,-6.05,,2,2,,4,3,,3,7,,1100,1109,,67.4,96.0,.300,.415,.498,52.1,53.5,10.3,7.6,.471,16.0,27.0,.197
28,Bowling Green State,17,13,4,.765,-2.58,-5.58,,4,1,,8,1,,3,2,,1291,1177,,71.0,106.2,.380,.388,.538,52.0,42.9,9.0,7.0,.508,13.9,28.3,.253
29,Bradley,17,12,5,.706,9.24,1.49,,4,2,,7,2,,3,2,,1269,1123,,67.7,108.6,.298,.417,.562,51.5,50.5,11.4,10.5,.541,16.2,31.2,.200
30,Brigham Young,17,14,3,.824,25.29,3.23,,2,2,,10,1,,1,2,,1457,1082,,70.7,121.3,.220,.510,.590,56.8,67.0,9.7,7.7,.572,12.9,35.0,.161
31,Brown,17,5,12,.294,-7.09,-2.34,,1,1,,2,4,,2,6,,1186,1221,,69.0,99.6,.349,.391,.506,52.1,49.8,9.2,12.7,.479,16.0,32.0,.222
32,Bryant,18,11,7,.611,-2.45,-1.51,,3,0,,5,1,,5,6,,1440,1360,,76.4,103.3,.287,.419,.548,45.6,52.7,9.5,14.4,.528,13.9,19.4,.189
33,Bucknell,17,5,12,.294,-9.35,-1.71,,2,2,,2,6,,3,6,,1097,1227,,65.2,98.9,.297,.440,.539,47.8,52.4,9.6,10.1,.503,18.1,24.8,.224
34,Buffalo,17,2,15,.118,-12.98,-0.41,,1,4,,1,7,,1,6,,1150,1345,,70.7,95.8,.297,.416,.504,51.3,49.0,8.8,10.9,.470,19.1,32.7,.211
35,Butler,18,11,7,.611,12.89,7.07,,2,5,,8,2,,1,4,,1444,1319,,70.0,111.6,.288,.367,.560,49.9,53.2,9.1,9.5,.523,13.0,29.4,.226
36,Cal Poly,18,4,14,.222,-12.36,-1.07,,0,6,,3,5,,0,8,,1151,1325,,66.4,94.3,.327,.314,.494,45.0,41.3,8.6,10.7,.454,16.3,25.2,.233
37,Cal State Bakersfield,16,5,11,.313,-8.66,-0.44,,0,5,,4,2,,0,8,,1107,1141,,66.6,102.3,.297,.248,.498,50.0,39.9,10.3,11.3,.467,14.4,35.1,.203
38,Cal State Fullerton,17,8,9,.471,-6.21,1.26,,1,4,,4,2,,3,6,,1145,1177,,67.7,98.7,.393,.340,.523,47.9,38.4,10.3,7.8,.480,16.9,26.9,.281
39,Cal State Northridge,17,13,4,.765,-1.03,-6.29,,4,1,,7,1,,6,3,,1356,1208,,75.5,105.7,.375,.251,.545,57.1,47.6,11.6,10.6,.512,17.1,36.3,.259
40,California,17,6,11,.353,4.31,5.61,,2,4,,5,4,,1,3,,1281,1303,,69.4,106.3,.305,.430,.537,52.5,46.1,8.1,7.2,.505,15.0,31.7,.221
41,California Baptist,17,10,7,.588,-0.25,-3.58,,3,3,,8,3,,2,4,,1158,1081,,66.8,101.9,.398,.365,.505,54.4,44.7,7.2,6.8,.468,15.2,34.4,.263
42,Campbell,17,8,9,.471,-10.69,-6.54,,2,2,,7,3,,1,6,,1163,1112,,66.2,102.6,.389,.385,.554,48.8,51.4,10.2,8.1,.512,16.4,24.3,.288
43,Canisius,16,7,9,.438,-4.04,-2.10,,2,4,,4,2,,1,6,,1199,1188,,70.9,104.9,.309,.376,.531,50.7,48.6,8.8,7.3,.509,15.7,33.2,.199
44,Central Arkansas,19,6,13,.316,-15.74,-4.33,,2,1,,4,5,,2,8,,1356,1441,,70.8,100.8,.294,.392,.511,48.7,53.7,10.6,9.9,.476,15.8,30.1,.214
45,Central Connecticut State,16,9,7,.563,-6.31,-6.17,,3,0,,4,2,,5,5,,1179,1063,,70.0,105.3,.287,.333,.539,50.0,54.9,12.0,13.7,.510,14.4,28.2,.205
46,Central Florida,15,10,5,.667,11.19,1.33,,1,2,,8,3,,0,2,,1118,970,,70.9,104.2,.372,.364,.516,53.8,47.4,13.0,16.8,.479,15.1,35.0,.256
47,Central Michigan,17,8,9,.471,-10.53,-1.84,,3,2,,4,2,,3,6,,1138,1253,,68.1,98.4,.262,.354,.517,47.8,48.0,9.5,9.0,.495,16.8,28.2,.173
48,Charleston Southern,17,6,11,.353,-13.64,-1.07,,2,2,,5,3,,1,8,,1201,1277,,68.3,103.5,.341,.376,.551,48.5,47.5,5.5,7.3,.510,16.2,25.3,.261
49,Charlotte,17,10,7,.588,4.78,3.34,,4,1,,7,1,,2,4,,1179,1109,,63.4,107.8,.303,.374,.548,49.5,55.0,10.1,10.4,.514,13.2,27.1,.227
50,Chattanooga,17,10,7,.588,-2.69,-4.29,,2,2,,8,2,,2,5,,1335,1205,,69.9,110.7,.309,.524,.575,52.9,53.2,9.2,11.4,.546,15.5,29.5,.226
51,Chicago State,24,9,15,.375,-8.70,-2.83,,,,,3,5,,5,9,,1553,1694,,66.5,96.8,.387,.347,.499,47.6,43.9,12.9,7.8,.455,17.3,32.4,.271
52,Cincinnati,17,13,4,.765,16.64,3.59,,2,2,,11,1,,2,2,,1351,1129,,69.9,112.1,.293,.343,.539,57.5,56.2,9.0,11.6,.516,13.4,37.4,.196
53,Clemson,17,12,5,.706,14.76,7.29,,2,4,,7,2,,2,3,,1375,1248,,68.2,116.9,.281,.390,.580,53.5,53.4,7.0,13.9,.550,12.7,30.7,.215
54,Cleveland State,19,11,8,.579,-3.10,-3.83,,4,4,,9,0,,2,8,,1460,1386,,69.5,109.9,.352,.325,.523,48.7,46.3,12.8,13.1,.494,12.8,35.9,.232
55,Coastal Carolina,16,5,11,.313,-8.19,-2.40,,2,3,,4,9,,1,2,,1224,1239,,71.9,105.6,.326,.335,.527,52.6,48.2,8.5,11.3,.507,15.7,35.4,.204
56,Colgate,17,9,8,.529,-1.06,-0.06,,3,1,,4,2,,3,5,,1206,1144,,67.8,104.6,.248,.393,.540,52.1,57.3,9.9,7.9,.519,15.0,28.0,.170
57,College of Charleston,17,13,4,.765,3.87,-0.01,,4,0,,8,0,,4,1,,1361,1262,,72.5,110.4,.309,.485,.539,52.5,53.8,8.6,8.3,.505,13.0,32.8,.224
58,Colorado,17,12,5,.706,14.41,5.23,,3,3,,10,0,,0,4,,1364,1208,,70.4,113.1,.358,.296,.595,55.7,58.9,9.0,5.7,.559,16.8,33.0,.274
59,Colorado State,17,14,3,.824,16.41,6.94,,2,2,,9,1,,2,2,,1385,1166,,68.7,117.7,.331,.386,.617,50.6,66.8,10.4,9.3,.588,13.8,24.7,.252
60,Columbia,15,9,6,.600,-5.57,-4.74,,0,2,,7,1,,2,5,,1212,1059,,71.7,112.7,.315,.373,.579,52.8,64.0,11.3,6.0,.544,14.6,29.9,.244
61,Connecticut,17,15,2,.882,19.22,1.69,,5,1,,9,0,,2,2,,1412,1114,,67.2,123.6,.353,.425,.610,56.3,62.4,9.6,13.9,.584,13.5,37.5,.257
62,Coppin State,16,2,14,.125,-19.97,-3.47,,1,1,,2,2,,0,11,,872,1136,,67.6,80.1,.273,.312,.444,43.2,40.6,12.4,8.6,.407,21.0,25.9,.189
63,Cornell,15,12,3,.800,4.20,-1.87,,2,0,,5,0,,5,3,,1263,1157,,74.0,113.8,.304,.471,.606,50.3,59.7,11.7,6.0,.585,16.4,28.6,.217
64,Creighton,17,13,4,.765,20.47,6.11,,4,2,,8,1,,4,2,,1359,1115,,67.8,117.1,.258,.488,.602,55.4,57.4,5.3,8.0,.578,14.2,28.8,.195
65,Dartmouth,15,4,11,.267,-14.84,-1.30,,0,2,,4,2,,0,9,,909,1038,,67.1,90.4,.292,.456,.492,49.2,51.2,6.7,9.0,.458,16.9,21.1,.204
66,Davidson,16,10,6,.625,2.45,1.38,,0,3,,7,2,,1,3,,1159,1086,,66.2,108.6,.345,.453,.553,50.7,52.4,9.7,7.4,.522,14.0,28.1,.242
67,Dayton,16,14,2,.875,14.26,5.64,,4,0,,8,0,,3,1,,1171,1033,,63.6,115.0,.389,.466,.597,50.3,60.9,9.0,11.7,.565,14.9,29.2,.287
68,Delaware,17,10,7,.588,1.32,-2.81,,2,2,,3,2,,5,3,,1297,1198,,69.2,109.5,.293,.354,.556,51.2,52.6,9.3,7.5,.528,13.6,28.0,.210
69,Delaware State,18,9,9,.500,-11.33,-5.21,,2,0,,4,2,,3,6,,1295,1313,,71.9,97.4,.335,.238,.511,54.0,48.1,11.8,5.9,.471,18.0,34.0,.242
70,Denver,18,11,7,.611,0.62,-1.89,,2,1,,7,1,,3,5,,1542,1412,,71.9,117.4,.423,.359,.571,51.4,47.9,8.1,9.1,.528,11.4,31.3,.315
71,DePaul,16,3,13,.188,-4.60,6.96,,0,5,,3,7,,0,4,,1051,1236,,67.8,96.9,.347,.350,.530,45.8,58.6,6.8,9.5,.492,17.6,22.8,.251
72,Detroit Mercy,18,0,18,.000,-18.28,-1.22,,0,7,,0,6,,0,12,,1097,1404,,67.8,89.8,.292,.369,.476,45.4,43.0,9.4,6.0,.438,17.9,26.9,.208
73,Drake,17,14,3,.824,9.34,-0.47,,5,1,,9,0,,2,2,,1341,1164,,68.4,114.4,.318,.412,.583,51.4,56.9,9.7,5.4,.550,12.6,26.6,.242
74,Drexel,18,12,6,.667,2.74,-4.15,,5,0,,6,1,,5,5,,1327,1142,,66.2,110.5,.295,.318,.547,57.0,45.3,8.2,11.3,.518,14.8,36.1,.213
75,Duke,16,13,3,.813,20.24,4.30,,4,1,,9,1,,2,2,,1312,1057,,69.0,118.8,.353,.356,.586,53.1,57.4,10.4,11.6,.552,11.6,29.6,.264
76,Duquesne,16,9,7,.563,6.12,3.99,,0,4,,6,3,,1,3,,1184,1104,,69.1,107.1,.331,.417,.536,51.4,51.0,11.2,11.2,.504,14.8,33.2,.234
77,East Carolina,17,9,8,.529,-0.34,-1.21,,2,2,,8,5,,1,2,,1227,1183,,66.6,108.4,.389,.362,.528,51.1,46.9,12.0,8.0,.490,13.7,35.3,.271
78,East Tennessee State,17,9,8,.529,-4.76,-1.56,,1,3,,6,1,,2,7,,1212,1181,,70.2,101.5,.338,.424,.499,49.7,45.7,10.6,12.0,.457,14.4,32.4,.244
79,Eastern Illinois,18,8,10,.444,-10.83,-1.90,,2,3,,5,3,,2,7,,1260,1210,,68.4,102.3,.242,.276,.508,51.8,52.1,11.9,8.1,.479,13.8,30.7,.174
80,Eastern Kentucky,17,8,9,.471,-5.50,0.07,,4,0,,6,3,,2,6,,1385,1304,,74.1,109.1,.289,.362,.532,53.1,51.9,10.0,15.7,.509,13.9,35.3,.192
81,Eastern Michigan,17,8,9,.471,-13.42,-4.42,,1,4,,6,3,,2,5,,1148,1265,,67.0,99.3,.286,.311,.520,49.1,43.4,8.4,6.6,.492,15.8,26.9,.198
82,Eastern Washington,16,9,7,.563,1.43,2.21,,3,0,,5,0,,4,7,,1265,1156,,71.1,111.3,.325,.447,.599,50.6,63.5,9.0,9.8,.573,16.7,26.5,.237
83,Elon,17,8,9,.471,-10.29,-4.75,,1,3,,6,1,,0,8,,1325,1303,,69.4,112.2,.304,.395,.560,50.9,48.4,8.9,8.8,.532,14.2,32.8,.217
84,Evansville,17,10,7,.588,-2.40,-0.78,,1,5,,6,2,,3,5,,1294,1250,,71.8,104.4,.284,.335,.542,50.2,53.3,9.0,11.0,.515,14.3,25.0,.201
85,Fairfield,17,10,7,.588,-3.59,-5.97,,4,2,,4,2,,6,4,,1297,1212,,70.4,108.4,.276,.414,.561,48.8,53.2,11.4,6.3,.527,15.0,28.2,.215
86,Fairleigh Dickinson,19,8,11,.421,-14.35,-6.88,,2,2,,4,4,,4,6,,1486,1511,,74.7,104.1,.339,.420,.535,48.7,55.6,11.1,5.9,.500,15.6,29.0,.242
87,Florida,17,11,6,.647,13.86,5.22,,1,3,,7,1,,0,3,,1448,1301,,73.9,113.5,.385,.344,.542,56.3,51.3,9.5,11.6,.512,14.3,40.8,.258
88,Florida A&M,14,2,12,.143,-15.45,6.22,,0,3,,1,4,,1,7,,919,1156,,70.2,91.8,.236,.285,.497,47.5,55.8,8.6,7.3,.473,18.7,27.1,.160
89,Florida Atlantic,17,13,4,.765,16.56,5.21,,3,1,,6,1,,1,2,,1400,1207,,69.0,117.5,.327,.389,.584,53.1,50.5,10.4,6.6,.561,14.1,34.3,.228
90,Florida Gulf Coast,19,7,12,.368,-8.59,-1.53,,1,3,,5,2,,1,7,,1314,1382,,66.0,104.0,.313,.394,.530,51.1,47.2,8.3,10.1,.503,15.4,31.4,.211
91,Florida International,18,7,11,.389,-6.27,-2.09,,2,1,,6,3,,1,5,,1380,1360,,73.8,103.2,.306,.406,.542,46.9,55.9,15.6,9.9,.520,17.5,29.3,.202
92,Florida State,16,10,6,.625,9.78,6.21,,4,1,,7,3,,1,2,,1227,1170,,72.7,104.6,.376,.326,.529,49.2,48.5,12.5,12.4,.493,14.3,29.8,.261
93,Fordham,16,8,8,.500,-0.06,-2.12,,2,1,,4,5,,2,1,,1223,1190,,72.1,102.8,.398,.411,.520,51.0,53.7,11.7,12.0,.487,16.2,33.9,.262
94,Fresno State,17,8,9,.471,-3.90,-0.09,,1,3,,6,3,,1,4,,1184,1234,,67.2,102.1,.318,.353,.553,49.8,48.3,9.0,7.1,.534,17.9,26.9,.204
95,Furman,17,8,9,.471,-0.97,-1.18,,2,2,,7,1,,1,6,,1391,1335,,74.0,108.9,.335,.469,.554,52.5,60.5,10.0,7.4,.522,15.5,31.8,.240
96,Gardner-Webb,18,6,12,.333,-5.54,1.13,,1,2,,5,2,,0,7,,1325,1325,,71.6,101.4,.329,.365,.504,50.8,46.6,8.8,6.1,.475,13.0,28.1,.214
97,George Mason,18,13,5,.722,6.20,0.08,,2,3,,9,1,,3,3,,1317,1189,,66.4,110.2,.362,.362,.565,54.0,46.1,8.5,10.9,.526,15.3,31.7,.272
98,George Washington,17,14,3,.824,2.99,-4.07,,3,1,,11,1,,1,1,,1406,1278,,72.6,108.3,.383,.399,.582,50.5,47.8,8.3,13.7,.546,16.9,26.2,.283
99,Georgetown,17,8,9,.471,1.47,2.24,,1,5,,7,5,,1,4,,1223,1236,,67.1,105.7,.379,.418,.535,50.8,51.5,9.1,10.2,.495,16.3,34.5,.271
100,Georgia,17,13,4,.765,9.63,4.10,,3,1,,10,1,,3,0,,1284,1190,,70.9,106.6,.422,.405,.537,49.4,50.8,9.0,9.1,.494,13.6,28.0,.302
101,Georgia Southern,17,2,15,.118,-14.10,-2.75,,2,3,,1,2,,1,10,,1170,1363,,69.4,99.2,.248,.473,.522,45.1,41.4,10.1,10.4,.496,17.1,27.8,.175
102,Georgia State,16,9,7,.563,-2.75,-2.89,,4,1,,6,1,,3,6,,1289,1178,,71.7,111.6,.293,.369,.546,52.8,45.1,8.3,7.8,.511,12.2,31.3,.222
103,Georgia Tech,17,9,8,.529,5.11,6.35,,2,4,,5,3,,2,4,,1258,1279,,68.9,104.3,.311,.400,.522,52.3,51.7,6.9,11.6,.495,15.1,34.0,.208
104,Gonzaga,16,11,5,.688,14.80,2.60,,2,1,,8,1,,0,2,,1349,1100,,72.6,116.1,.315,.314,.571,55.8,50.2,10.4,9.5,.546,13.7,36.3,.221
105,Grambling,17,6,11,.353,-13.51,0.71,,3,1,,4,1,,2,8,,1113,1245,,67.9,96.4,.314,.269,.511,48.4,40.3,11.0,6.6,.476,17.4,29.6,.222
106,Grand Canyon,17,16,1,.941,10.20,-2.62,,6,0,,9,0,,4,0,,1393,1138,,70.0,117.0,.415,.350,.588,55.7,44.7,11.3,14.3,.550,15.0,36.8,.309
107,Green Bay,19,11,8,.579,-3.69,-2.40,,6,2,,7,1,,4,6,,1281,1254,,63.5,105.4,.269,.478,.568,51.3,51.3,7.6,6.1,.544,18.0,28.3,.194
108,Hampton,17,4,13,.235,-18.89,-5.46,,0,5,,3,5,,0,6,,1293,1316,,73.2,103.9,.316,.379,.537,51.7,49.7,9.3,7.9,.506,16.4,31.7,.223
109,Harvard,15,9,6,.600,-3.30,-1.73,,0,2,,6,2,,3,4,,1084,1078,,68.4,104.8,.352,.386,.546,48.5,53.0,8.1,11.0,.515,14.8,26.3,.246
110,Hawaii,17,10,7,.588,1.72,-1.48,,2,3,,7,5,,1,1,,1208,1119,,67.6,104.4,.365,.428,.548,51.9,50.5,7.3,7.4,.516,16.0,27.6,.252
111,High Point,18,14,4,.778,2.78,-4.47,,3,0,,10,0,,2,3,,1534,1315,,69.7,121.5,.446,.414,.590,58.7,45.1,7.6,9.1,.543,13.6,38.9,.345
112,Hofstra,17,8,9,.471,2.93,2.18,,1,3,,4,2,,1,7,,1274,1209,,68.0,109.4,.195,.479,.568,47.7,55.9,9.1,11.0,.548,14.1,24.0,.146
113,Holy Cross,17,4,13,.235,-18.64,-5.89,,1,3,,1,4,,2,8,,1114,1290,,65.8,98.8,.228,.388,.515,47.9,47.0,5.9,7.9,.499,16.2,26.7,.143
114,Houston,16,14,2,.875,27.30,3.93,,1,2,,9,0,,1,2,,1196,822,,64.3,116.1,.310,.366,.530,55.5,50.7,16.5,20.0,.504,11.7,40.9,.207
115,Houston Christian,15,3,12,.200,-17.03,2.05,,1,3,,2,3,,1,9,,1052,1228,,75.7,91.9,.333,.255,.483,49.9,45.1,9.2,7.9,.457,19.0,31.1,.205
116,Howard,19,8,11,.421,-7.60,-3.60,,2,1,,5,2,,3,7,,1443,1466,,70.0,105.6,.395,.388,.567,51.2,53.0,8.6,7.0,.528,19.0,32.4,.289
117,Idaho,16,7,9,.438,-7.66,-1.80,,1,2,,5,5,,1,4,,1129,1121,,67.2,104.2,.299,.434,.533,49.3,51.8,9.6,11.1,.503,14.3,26.0,.211
118,Idaho State,17,6,11,.353,-8.60,-2.53,,1,3,,4,2,,2,8,,1163,1164,,64.9,104.7,.281,.364,.550,51.0,48.4,11.1,9.3,.526,16.7,30.4,.194
119,Illinois,16,12,4,.750,19.92,5.67,,3,2,,9,2,,1,2,,1307,1079,,70.9,115.3,.331,.402,.567,55.9,45.0,6.0,9.6,.535,14.1,36.2,.242
120,Illinois State,17,8,9,.471,-4.12,-1.12,,2,4,,6,3,,1,4,,1137,1166,,67.5,99.1,.366,.392,.501,51.9,50.4,8.9,7.1,.464,15.5,30.7,.249
121,Illinois-Chicago,17,8,9,.471,1.03,-0.41,,1,5,,4,4,,2,4,,1184,1110,,68.0,102.4,.248,.424,.547,50.0,57.3,7.8,15.7,.530,16.5,25.7,.161
122,Incarnate Word,16,5,11,.313,-15.64,-6.36,,0,3,,3,2,,2,8,,1176,1256,,73.1,100.6,.362,.417,.542,48.3,50.0,9.7,10.8,.499,19.0,28.1,.274
123,Indiana,18,12,6,.667,6.66,6.11,,4,3,,10,2,,1,2,,1330,1320,,70.6,104.6,.409,.275,.550,49.7,57.9,8.7,11.1,.522,15.4,27.1,.269
124,Indiana State,18,15,3,.833,14.58,0.93,,6,1,,8,0,,3,3,,1557,1295,,72.2,119.8,.373,.499,.645,51.7,59.5,9.3,4.3,.616,15.4,23.9,.287
125,Iona,16,7,9,.438,-1.79,-2.48,,2,3,,4,3,,2,3,,1147,1136,,68.7,104.3,.311,.383,.522,47.9,53.5,14.3,10.4,.498,13.8,29.1,.201
126,Iowa,17,11,6,.647,14.99,5.40,,3,3,,8,1,,1,4,,1480,1317,,75.3,115.5,.316,.312,.569,50.6,62.3,10.9,9.4,.536,11.6,29.3,.238
127,Iowa State,17,13,4,.765,23.07,2.01,,2,2,,11,0,,1,2,,1379,1021,,69.7,116.5,.398,.307,.573,53.8,60.7,15.8,10.7,.542,13.2,33.2,.280
128,IUPUI,19,5,14,.263,-20.66,-4.66,,1,7,,4,5,,1,7,,1255,1473,,68.1,96.3,.333,.277,.517,47.6,41.3,11.3,5.4,.473,18.3,30.6,.250
129,Jackson State,16,7,9,.438,-7.70,0.36,,3,0,,1,0,,4,9,,1130,1259,,71.4,98.9,.347,.345,.506,49.0,51.3,9.8,10.6,.469,17.1,33.1,.240
130,Jacksonville,17,9,8,.529,-13.28,-3.20,,0,3,,6,0,,2,8,,1256,1266,,71.0,103.4,.369,.343,.534,52.3,44.0,11.9,9.8,.498,17.3,35.1,.259
131,Jacksonville State,18,10,8,.556,-1.17,-3.37,,2,1,,5,3,,4,5,,1289,1130,,67.2,105.8,.326,.301,.547,54.8,43.8,10.2,12.2,.514,17.1,33.8,.235
132,James Madison,17,15,2,.882,8.35,-4.97,,3,2,,7,1,,6,1,,1476,1192,,73.7,115.3,.303,.376,.566,53.9,51.4,12.8,8.3,.542,13.0,34.8,.211
133,Kansas,17,15,2,.882,18.46,6.46,,3,1,,9,0,,2,1,,1346,1127,,70.5,112.3,.315,.301,.591,54.2,70.6,10.4,12.3,.563,15.4,28.6,.233
134,Kansas City,19,7,12,.368,-8.51,-2.33,,1,3,,6,2,,1,7,,1363,1355,,67.6,104.0,.289,.408,.513,54.4,51.6,8.0,11.6,.485,15.2,36.3,.195
135,Kansas State,17,13,4,.765,12.04,4.63,,3,1,,10,1,,2,1,,1271,1145,,67.6,106.6,.365,.410,.540,53.7,58.5,9.7,11.9,.499,17.3,37.4,.269
136,Kennesaw State,17,12,5,.706,-3.99,-4.28,,3,0,,8,0,,2,5,,1443,1314,,77.6,108.5,.337,.448,.545,50.4,53.6,10.6,12.1,.520,13.9,30.9,.225
137,Kent State,17,9,8,.529,-0.72,-1.39,,2,3,,5,3,,2,4,,1330,1257,,69.8,109.7,.349,.378,.564,51.4,49.3,10.5,8.2,.524,15.9,32.5,.268
138,Kentucky,15,12,3,.800,18.20,3.40,,2,1,,8,1,,2,1,,1362,1140,,74.6,119.7,.301,.387,.596,51.1,55.8,11.1,15.1,.570,11.3,28.2,.222
139,La Salle,18,10,8,.556,-3.13,-0.83,,1,4,,7,3,,2,5,,1347,1320,,67.6,107.8,.268,.411,.532,47.1,56.2,10.1,8.1,.503,12.0,27.6,.195
140,Lafayette,17,5,12,.294,-10.26,-1.20,,4,0,,3,4,,2,6,,1024,1153,,67.4,89.4,.241,.408,.476,47.0,57.4,10.7,13.2,.450,17.0,24.4,.160
141,Lamar,17,9,8,.529,-6.15,-6.29,,3,1,,6,1,,1,7,,1384,1307,,73.3,109.5,.333,.366,.550,52.6,58.4,10.5,11.1,.517,15.8,35.6,.241
142,Le Moyne,17,6,11,.353,-13.16,-5.02,,1,2,,4,2,,2,9,,1243,1240,,71.0,102.9,.241,.471,.537,45.8,61.1,13.1,10.3,.506,15.1,24.6,.185
143,Lehigh,15,4,11,.267,-8.65,-2.42,,1,3,,2,4,,2,7,,1114,1115,,73.4,100.4,.274,.374,.525,49.7,49.5,10.5,5.5,.498,15.3,24.0,.191
