Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
144,Liberty,18,11,7,.611,4.94,0.74,,0,3,,6,2,,1,3,,1369,1131,,65.9,114.6,.224,.488,.566,52.5,60.6,9.0,5.3,.551,12.3,29.5,.149
145,Lindenwood,17,7,10,.412,-16.76,-5.54,,1,3,,3,3,,2,7,,1131,1213,,69.3,96.0,.401,.297,.508,47.3,33.5,9.0,7.7,.457,16.1,23.8,.294
146,Lipscomb,18,11,7,.611,0.71,-1.97,,2,1,,6,0,,3,6,,1453,1325,,72.3,111.7,.268,.428,.581,49.7,50.7,8.9,9.6,.556,13.9,24.8,.197
147,Little Rock,18,8,10,.444,-6.18,-5.12,,2,3,,7,4,,1,5,,1436,1455,,72.1,109.1,.362,.348,.546,49.4,51.2,8.1,11.3,.507,14.2,32.1,.265
148,Long Beach State,18,11,7,.611,-2.45,-1.64,,3,3,,4,1,,6,4,,1442,1404,,75.5,105.3,.391,.288,.538,52.0,52.3,11.8,11.1,.505,16.0,33.3,.265
149,Long Island University,15,3,12,.200,-20.00,-3.80,,2,1,,1,2,,1,10,,951,1194,,72.5,87.5,.300,.337,.484,44.9,49.6,9.1,5.3,.447,18.6,20.9,.213
150,Longwood,19,13,6,.684,-0.66,-7.09,,1,3,,9,1,,4,5,,1433,1198,,68.5,107.9,.362,.288,.534,57.9,47.0,10.7,8.4,.507,15.8,39.8,.240
151,Louisiana,17,9,8,.529,-0.54,-0.47,,2,3,,5,1,,2,6,,1305,1231,,70.0,109.7,.262,.372,.557,48.0,47.4,12.8,11.6,.532,14.5,31.4,.189
152,Louisiana State,16,10,6,.625,8.31,1.50,,2,1,,7,2,,1,2,,1221,1112,,70.8,107.0,.386,.369,.558,51.1,45.3,13.7,12.6,.522,16.4,30.6,.277
153,Louisiana Tech,18,12,6,.667,5.06,0.53,,2,1,,9,0,,3,6,,1369,1163,,67.9,110.5,.409,.373,.553,54.1,51.4,11.3,13.6,.518,15.2,34.0,.285
154,Louisiana-Monroe,15,4,11,.267,-14.10,-2.25,,0,5,,3,5,,1,6,,1004,1082,,69.1,96.8,.330,.312,.477,52.4,57.5,10.5,9.2,.446,15.9,36.2,.211
155,Louisville,16,6,10,.375,-0.58,2.17,,1,4,,5,5,,1,3,,1181,1225,,70.4,104.1,.406,.324,.532,50.9,46.1,7.8,8.1,.483,15.3,30.8,.303
156,Loyola (IL),17,11,6,.647,4.50,0.75,,3,1,,8,2,,2,2,,1251,1140,,70.7,104.1,.307,.416,.559,52.4,64.2,9.5,13.8,.537,16.8,25.0,.207
157,Loyola (MD),18,3,15,.167,-15.25,-4.19,,1,4,,1,6,,2,8,,1175,1329,,67.2,95.8,.284,.388,.517,50.1,55.5,9.1,6.6,.499,18.9,28.4,.176
158,Loyola Marymount,17,8,9,.471,1.37,-0.63,,1,2,,6,5,,1,1,,1247,1174,,68.2,107.6,.353,.403,.545,53.0,45.6,6.2,7.0,.509,14.6,31.3,.256
159,Maine,17,8,9,.471,-5.82,-4.20,,0,2,,3,2,,3,7,,1164,1138,,68.2,100.4,.264,.333,.535,47.6,50.5,12.3,7.4,.506,14.7,20.9,.193
160,Manhattan,15,4,11,.267,-15.93,-2.58,,1,5,,2,4,,2,7,,970,1145,,71.1,90.2,.212,.402,.482,46.5,57.2,10.7,6.1,.456,17.1,24.6,.149
161,Marist,14,8,6,.571,-5.12,-8.83,,3,2,,4,2,,4,4,,929,877,,66.7,99.5,.309,.376,.537,49.6,49.3,11.9,9.9,.516,16.4,23.7,.199
162,Marquette,17,12,5,.706,19.04,9.28,,3,3,,9,1,,1,3,,1316,1150,,70.3,110.1,.273,.426,.556,48.9,56.4,13.2,8.1,.528,12.7,27.2,.202
163,Marshall,18,9,9,.500,-3.12,-1.30,,4,1,,5,4,,3,2,,1381,1379,,74.1,103.6,.337,.383,.520,50.9,58.4,9.0,11.8,.483,14.4,31.0,.241
164,Maryland,17,11,6,.647,8.86,1.45,,3,3,,9,1,,2,3,,1206,1080,,67.1,104.9,.448,.385,.512,51.1,46.6,11.0,12.9,.464,14.4,34.2,.314
165,Maryland-Baltimore County,18,5,13,.278,-12.69,-5.81,,0,3,,4,4,,1,9,,1406,1504,,75.6,103.3,.240,.357,.543,48.3,43.4,6.7,7.6,.525,16.2,26.7,.162
166,Maryland-Eastern Shore,15,4,11,.267,-17.62,-2.01,,1,2,,4,1,,0,10,,974,1101,,68.5,93.2,.260,.345,.478,47.2,50.7,10.0,6.9,.440,16.1,29.0,.194
167,Massachusetts,16,11,5,.688,8.37,-1.82,,2,2,,8,1,,0,3,,1307,1144,,71.3,113.7,.378,.319,.544,52.8,56.7,12.3,9.0,.512,12.7,37.2,.259
168,Massachusetts-Lowell,16,12,4,.750,-1.71,-6.71,,3,0,,6,1,,6,3,,1288,1062,,72.9,110.5,.344,.291,.565,56.8,44.9,9.3,11.7,.533,16.3,35.8,.249
169,McNeese State,17,15,2,.882,5.82,-3.26,,4,0,,9,0,,5,2,,1353,1029,,67.2,118.4,.338,.319,.577,53.6,48.9,15.3,12.0,.554,12.3,34.0,.230
170,Memphis,17,15,2,.882,12.12,4.71,,4,0,,8,0,,5,1,,1390,1264,,72.6,111.0,.393,.386,.577,50.1,49.3,11.7,13.5,.538,15.6,30.3,.292
171,Mercer,17,8,9,.471,-6.26,-3.05,,1,3,,5,3,,2,5,,1190,1195,,67.8,103.3,.298,.336,.520,49.4,51.7,10.7,9.5,.498,14.6,30.1,.193
172,Merrimack,18,9,9,.500,-3.67,-2.36,,3,1,,6,0,,2,8,,1243,1239,,69.4,98.8,.343,.413,.539,44.6,51.5,14.2,9.1,.504,17.8,23.9,.245
173,Miami (FL),16,12,4,.750,13.72,2.29,,3,2,,9,1,,1,2,,1339,1156,,72.3,114.8,.269,.379,.599,52.6,52.7,11.2,9.9,.570,15.4,29.5,.212
174,Miami (OH),17,8,9,.471,-5.31,-3.31,,2,3,,6,3,,2,6,,1266,1207,,69.6,107.0,.348,.395,.572,48.2,61.1,8.5,6.3,.545,15.6,24.3,.242
175,Michigan,17,7,10,.412,10.10,7.39,,2,4,,4,4,,2,3,,1355,1309,,69.8,111.7,.324,.397,.576,52.2,48.0,6.1,9.2,.550,15.8,32.1,.229
176,Michigan State,17,10,7,.588,19.60,8.01,,2,4,,9,2,,0,3,,1311,1114,,67.9,112.7,.314,.327,.564,52.2,63.6,10.1,13.5,.538,13.6,31.2,.220
177,Middle Tennessee,17,6,11,.353,-7.95,-0.21,,0,2,,5,6,,0,3,,1065,1118,,64.9,94.4,.300,.396,.487,49.6,41.9,9.1,11.8,.458,17.7,31.2,.196
178,Milwaukee,17,9,8,.529,-5.39,-2.25,,4,2,,6,2,,2,5,,1334,1334,,70.4,110.7,.351,.421,.536,51.0,49.1,9.0,12.6,.501,13.9,36.6,.248
179,Minnesota,17,12,5,.706,8.68,-1.21,,3,3,,11,2,,1,2,,1323,1155,,69.1,112.7,.337,.399,.572,53.4,67.8,10.1,11.6,.550,15.4,33.3,.228
180,Mississippi,16,15,1,.938,9.76,1.63,,2,1,,11,0,,2,1,,1242,1112,,69.2,112.2,.347,.329,.568,48.5,58.5,12.6,17.4,.534,13.0,28.7,.256
181,Mississippi State,16,12,4,.750,15.34,4.91,,1,2,,6,2,,0,2,,1204,1037,,69.7,108.0,.391,.405,.553,54.5,57.1,12.6,11.5,.517,16.2,33.8,.278
182,Mississippi Valley State,16,0,16,.000,-26.63,4.50,,0,3,,0,2,,0,14,,808,1306,,65.5,76.5,.300,.247,.442,43.7,38.9,9.5,4.4,.412,23.6,26.7,.185
183,Missouri,17,8,9,.471,5.76,4.11,,0,4,,6,4,,2,3,,1284,1256,,68.9,108.8,.272,.422,.553,46.8,49.9,12.5,16.3,.521,13.9,28.1,.207
184,Missouri State,18,10,8,.556,0.48,-0.52,,2,5,,5,2,,2,6,,1272,1254,,68.9,101.8,.342,.420,.537,52.5,51.1,6.2,10.8,.505,15.8,27.4,.240
185,Monmouth,17,9,8,.529,-1.38,0.16,,2,2,,6,1,,1,7,,1199,1225,,68.8,102.6,.303,.360,.525,48.3,50.5,11.3,11.5,.494,15.4,29.3,.212
186,Montana,17,11,6,.647,2.25,0.25,,2,2,,7,2,,4,4,,1337,1216,,69.0,113.2,.265,.354,.570,52.4,53.3,6.6,7.5,.539,13.0,28.4,.204
187,Montana State,17,8,9,.471,-5.55,-1.91,,3,1,,6,4,,2,5,,1257,1251,,70.2,103.7,.285,.459,.563,46.1,50.0,12.1,5.4,.531,15.5,20.0,.215
188,Morehead State,18,13,5,.722,0.24,-1.83,,4,1,,8,0,,5,5,,1383,1126,,67.7,113.5,.280,.442,.562,58.1,55.8,8.5,14.2,.540,15.4,38.8,.193
189,Morgan State,18,4,14,.222,-18.58,-0.58,,0,2,,4,3,,0,9,,1281,1415,,72.3,98.5,.241,.285,.516,48.9,46.3,8.1,7.5,.490,17.6,31.1,.170
190,Mount St. Mary's,16,6,10,.375,-6.00,-7.07,,2,3,,4,1,,2,9,,1168,1151,,69.3,102.8,.270,.344,.547,50.7,51.2,10.6,10.5,.522,18.3,31.9,.190
191,Murray State,17,7,10,.412,0.44,0.06,,4,2,,5,4,,2,4,,1233,1194,,66.8,107.8,.330,.377,.537,49.9,48.1,9.4,8.4,.504,12.0,27.3,.235
192,Navy,15,6,9,.400,-8.54,-7.39,,2,2,,5,2,,1,7,,1026,984,,67.6,100.3,.326,.344,.493,49.7,53.0,12.5,5.0,.453,13.3,30.6,.233
193,NC State,17,13,4,.765,10.54,2.66,,5,1,,9,1,,3,1,,1314,1180,,69.8,110.0,.312,.348,.538,49.8,47.2,11.1,7.8,.506,11.5,28.7,.224
194,Nebraska,17,13,4,.765,12.45,3.27,,3,3,,11,1,,1,3,,1331,1175,,69.5,112.6,.347,.452,.565,52.1,60.0,9.5,7.5,.528,13.5,30.6,.261
195,Nevada,17,15,2,.882,13.75,1.18,,2,1,,9,1,,3,0,,1310,1076,,68.4,112.6,.461,.308,.567,51.4,53.4,9.0,12.5,.523,11.9,26.0,.336
196,Nevada-Las Vegas,16,9,7,.563,9.61,7.97,,2,2,,7,3,,2,1,,1228,1113,,68.2,110.8,.269,.374,.555,48.8,52.7,11.1,12.2,.532,13.4,30.2,.189
197,New Hampshire,16,9,7,.563,-2.96,-1.30,,1,2,,5,2,,4,5,,1245,1193,,75.3,103.3,.301,.430,.530,48.8,49.7,9.8,4.8,.496,13.5,23.4,.221
198,New Mexico,18,15,3,.833,16.21,3.10,,3,2,,10,0,,1,3,,1504,1248,,74.5,112.2,.358,.286,.548,52.8,52.1,13.5,12.7,.520,12.1,31.8,.244
199,New Mexico State,17,7,10,.412,-7.01,3.68,,1,1,,7,1,,0,7,,1193,1222,,70.3,98.4,.386,.342,.530,50.9,52.9,9.9,8.9,.490,17.1,27.1,.273
200,New Orleans,17,7,10,.412,-13.04,-1.35,,2,2,,6,1,,1,8,,1281,1312,,74.5,100.5,.381,.277,.515,47.0,44.7,11.0,8.7,.469,15.1,28.7,.279
201,Niagara,16,7,9,.438,-8.83,-6.10,,3,3,,3,5,,4,4,,1215,1207,,69.1,109.1,.340,.300,.572,50.1,49.1,6.7,4.9,.533,14.2,25.8,.264
202,Nicholls State,17,8,9,.471,-5.86,0.43,,3,1,,5,1,,3,6,,1257,1292,,68.9,103.5,.365,.416,.540,47.5,44.3,10.0,11.4,.499,16.0,27.6,.268
203,NJIT,15,4,11,.267,-14.40,-3.33,,0,3,,3,3,,1,8,,1055,1134,,69.7,101.0,.327,.406,.508,47.4,47.1,10.0,9.6,.471,15.0,31.0,.231
204,Norfolk State,19,11,8,.579,-5.04,-2.77,,1,1,,6,0,,3,6,,1441,1293,,68.8,110.2,.399,.341,.556,51.4,46.6,12.8,9.8,.511,14.6,33.4,.301
205,North Alabama,17,7,10,.412,-6.85,-3.11,,1,2,,6,3,,1,7,,1291,1270,,69.6,106.8,.321,.367,.535,50.7,45.2,8.6,8.2,.496,13.6,29.6,.240
206,North Carolina,16,13,3,.813,22.34,8.09,,5,0,,7,0,,3,0,,1340,1112,,72.5,114.6,.398,.349,.561,54.1,49.3,8.6,12.0,.515,12.3,33.1,.302
207,North Carolina A&T,17,4,13,.235,-15.42,-2.77,,2,2,,1,3,,2,7,,1180,1395,,69.6,99.8,.337,.383,.503,42.3,47.3,8.3,8.8,.463,12.1,23.4,.240
208,North Carolina Central,17,10,7,.588,-6.52,-2.13,,2,0,,7,1,,3,5,,1301,1148,,70.2,108.2,.381,.370,.542,49.0,49.1,12.3,8.9,.509,14.0,30.7,.263
209,North Dakota,19,9,10,.474,-11.60,-5.53,,1,3,,4,3,,3,7,,1387,1372,,68.4,106.0,.317,.437,.528,50.6,45.1,9.2,7.0,.496,13.9,30.8,.222
210,North Dakota State,18,8,10,.444,-6.70,-0.30,,1,2,,5,2,,3,7,,1417,1363,,67.6,112.6,.281,.356,.572,51.1,42.6,7.1,3.4,.552,13.2,27.8,.193
211,North Florida,18,9,9,.500,-8.18,-2.91,,2,1,,7,2,,2,7,,1386,1335,,70.5,109.2,.254,.564,.555,48.5,51.8,9.0,7.7,.526,14.0,26.9,.192
212,North Texas,15,10,5,.667,10.96,2.11,,3,0,,8,0,,1,1,,1043,876,,63.1,109.3,.314,.404,.550,54.1,45.4,10.9,8.6,.514,16.2,36.9,.235
213,Northeastern,17,7,10,.412,-3.48,-1.12,,2,2,,4,2,,2,7,,1199,1239,,65.8,107.2,.356,.353,.560,52.6,53.4,9.1,8.3,.522,17.6,33.9,.267
214,Northern Arizona,17,7,10,.412,-15.76,-2.64,,0,3,,3,0,,3,9,,1096,1319,,69.5,92.8,.285,.375,.505,44.4,55.0,8.0,8.1,.481,17.5,22.1,.185
215,Northern Colorado,16,9,7,.563,-4.45,-2.60,,2,1,,5,1,,3,5,,1300,1276,,71.8,109.7,.324,.388,.572,50.0,48.8,8.8,5.3,.544,14.0,24.5,.234
216,Northern Illinois,17,6,11,.353,-5.76,3.25,,0,5,,3,5,,2,6,,1314,1353,,72.3,106.1,.382,.386,.558,48.1,41.4,8.1,11.9,.532,15.7,26.6,.254
217,Northern Iowa,17,9,8,.529,4.64,3.33,,3,3,,5,2,,3,4,,1278,1217,,68.4,108.4,.343,.387,.569,51.2,48.6,9.4,6.1,.538,14.5,23.7,.246
218,Northern Kentucky,18,9,9,.500,-4.71,-2.53,,4,3,,6,1,,3,8,,1323,1306,,69.5,104.3,.375,.320,.540,48.9,52.1,12.8,8.4,.507,15.6,30.3,.259
219,Northwestern,16,12,4,.750,10.25,4.13,,3,2,,8,1,,2,2,,1168,1070,,65.2,111.1,.282,.366,.565,48.1,60.6,11.5,10.1,.538,12.7,25.6,.204
220,Northwestern State,17,4,13,.235,-17.82,-2.22,,2,2,,4,3,,0,8,,1194,1357,,71.6,98.0,.317,.387,.508,46.2,46.3,10.0,8.3,.479,16.8,29.7,.211
221,Notre Dame,18,7,11,.389,2.94,5.27,,2,5,,5,6,,1,4,,1130,1172,,65.0,94.6,.279,.434,.499,52.3,43.3,8.3,6.9,.467,17.8,29.1,.197
222,Oakland,19,11,8,.579,1.81,1.24,,6,2,,4,2,,5,5,,1422,1411,,69.2,107.4,.314,.388,.545,50.7,48.8,9.7,6.0,.514,14.7,30.2,.226
223,Ohio,17,8,9,.471,-1.52,-3.77,,2,3,,6,3,,0,4,,1337,1221,,69.2,111.9,.322,.387,.551,50.1,49.5,9.2,10.6,.521,12.0,30.7,.228
224,Ohio State,17,12,5,.706,13.99,4.22,,2,4,,8,2,,0,3,,1297,1131,,67.1,112.9,.324,.374,.548,54.1,54.5,8.2,11.9,.512,13.5,35.6,.242
225,Oklahoma,16,13,3,.813,16.95,2.07,,1,2,,10,0,,0,2,,1281,1043,,70.1,114.2,.332,.387,.590,55.2,50.8,9.4,9.7,.557,16.0,33.1,.252
226,Oklahoma State,17,8,9,.471,5.74,2.68,,0,4,,7,4,,0,3,,1231,1179,,68.6,104.1,.294,.440,.552,52.4,56.9,8.7,7.5,.531,17.4,29.1,.195
227,Old Dominion,17,4,13,.235,-7.58,0.61,,0,5,,3,3,,0,8,,1207,1324,,70.9,99.3,.262,.333,.501,47.1,37.3,11.6,10.4,.477,13.4,26.8,.173
228,Omaha,19,10,9,.526,-5.91,-4.51,,3,1,,8,1,,1,7,,1404,1321,,67.6,108.6,.426,.334,.554,50.4,41.0,9.4,6.7,.509,13.5,26.2,.314
229,Oral Roberts,17,8,9,.471,-3.23,0.98,,2,2,,6,2,,2,7,,1288,1271,,69.4,107.7,.290,.398,.553,45.6,42.4,8.6,11.1,.524,12.0,21.3,.210
230,Oregon,16,13,3,.813,11.97,4.72,,5,0,,9,0,,3,0,,1260,1144,,69.8,111.9,.358,.373,.567,51.3,50.0,11.0,9.5,.541,13.2,29.0,.247
231,Oregon State,16,9,7,.563,3.57,4.77,,1,4,,9,2,,0,2,,1149,1131,,66.6,103.0,.386,.342,.548,50.8,46.7,9.3,10.9,.503,17.1,28.7,.290
232,Pacific,19,6,13,.316,-17.31,-4.37,,0,4,,5,5,,1,8,,1267,1451,,70.2,93.8,.353,.397,.511,43.8,61.2,9.5,4.5,.488,16.4,19.6,.219
233,Penn State,18,9,9,.500,7.15,4.31,,3,4,,9,2,,0,3,,1384,1333,,71.2,106.5,.357,.406,.540,45.7,44.6,12.8,8.0,.500,13.4,27.1,.264
234,Pennsylvania,17,9,8,.529,-0.16,1.51,,1,1,,8,1,,1,5,,1302,1228,,67.0,111.1,.286,.432,.565,53.5,57.6,9.3,7.6,.548,16.0,33.3,.187
235,Pepperdine,19,9,10,.474,-1.07,0.69,,2,2,,8,3,,1,4,,1390,1372,,69.0,106.0,.303,.310,.532,52.4,51.5,7.9,7.7,.506,14.8,31.8,.207
236,Pittsburgh,17,10,7,.588,12.20,2.14,,1,5,,7,5,,2,1,,1297,1126,,68.8,110.9,.325,.452,.530,53.9,54.0,9.9,14.8,.501,12.2,33.7,.222
237,Portland,18,7,11,.389,-9.82,-0.38,,1,2,,6,2,,1,6,,1311,1422,,71.0,102.6,.326,.438,.547,49.4,54.4,7.0,7.8,.518,17.0,26.5,.228
238,Portland State,17,11,6,.647,-5.21,-2.92,,2,2,,5,1,,5,4,,1219,1184,,69.0,103.2,.310,.394,.515,49.6,51.5,9.7,9.4,.483,13.8,29.5,.216
239,Prairie View,16,6,10,.375,-12.97,-0.68,,1,2,,3,0,,2,10,,1118,1236,,74.3,94.0,.336,.262,.489,44.9,44.1,13.0,6.4,.444,15.7,27.4,.247
