Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian,13,5,8,.385,-3.75,0.08,,0,2,,2,3,,1,4,,993,988,,525,340,744,.457,84,247,.340,224,319,.702,141,503,153,90,43,207,267
2,Air Force,13,7,6,.538,-4.66,-6.35,,0,1,,4,4,,3,1,,890,868,,525,304,702,.433,87,256,.340,173,245,.706,124,427,152,77,36,173,235
3,Akron,13,9,4,.692,5.47,1.28,,1,0,,5,0,,3,1,,995,848,,525,322,748,.430,84,261,.322,120,182,.659,118,398,158,100,27,170,231
4,Alabama,13,8,5,.615,25.99,8.99,,,,,6,1,,0,1,,1207,986,,520,343,798,.430,95,298,.319,205,287,.714,141,433,155,85,47,158,268
5,Alabama A&M,13,1,12,.077,-17.93,0.31,,,,,1,2,,0,9,,910,1147,,525,373,772,.483,129,326,.396,272,374,.727,164,524,228,124,47,190,271
6,Alabama State,13,5,8,.385,-7.41,5.59,,,,,3,1,,0,7,,948,963,,525,313,752,.416,119,356,.334,218,307,.710,137,523,186,79,48,185,196
7,Albany (NY),15,8,7,.533,-5.79,-5.58,,,,,5,0,,3,6,,1155,1119,,600,408,935,.436,73,266,.274,230,328,.701,165,532,188,119,60,196,241
8,Alcorn State,13,1,12,.077,-14.92,7.00,,,,,1,0,,0,12,,888,1143,,520,377,766,.492,159,398,.399,230,316,.728,141,497,260,86,66,154,237
9,American,14,7,7,.500,-8.44,-5.36,,1,0,,5,1,,2,6,,1033,1044,,565,376,786,.478,128,341,.375,164,239,.686,117,437,187,73,34,148,229
10,Appalachian State,13,10,3,.769,5.62,-2.11,,1,0,,6,0,,1,2,,1022,823,,525,296,815,.363,91,303,.300,140,213,.657,147,487,133,69,27,150,210
11,Arizona,13,10,3,.769,27.82,8.90,,1,1,,6,0,,2,1,,1200,954,,530,349,825,.423,113,330,.342,143,210,.681,104,405,184,94,39,194,260
12,Arizona State,13,8,5,.615,4.29,6.14,,2,0,,5,0,,2,1,,883,907,,520,340,819,.415,98,326,.301,129,187,.690,155,556,190,82,28,185,238
13,Arkansas,13,9,4,.692,9.90,3.98,,,,,8,1,,0,0,,1070,993,,530,341,817,.417,98,294,.333,213,306,.696,142,451,165,85,20,147,286
14,Arkansas State,13,4,9,.308,-3.69,-0.22,,0,1,,2,1,,1,7,,981,1026,,520,354,779,.454,64,217,.295,254,340,.747,143,490,158,110,64,131,214
15,Arkansas-Pine Bluff,13,5,8,.385,-17.73,3.71,,,,,4,1,,1,7,,1130,1161,,520,416,843,.493,119,342,.348,210,289,.727,150,500,261,92,55,179,223
16,Army,14,4,10,.286,-13.60,-7.60,,0,1,,3,4,,1,6,,847,876,,565,312,739,.422,87,280,.311,165,236,.699,104,467,165,107,46,166,212
17,Auburn,13,11,2,.846,19.25,1.10,,,,,7,0,,0,1,,1103,867,,520,290,747,.388,80,267,.300,207,278,.745,129,425,130,83,33,177,249
18,Austin Peay,15,7,8,.467,-5.48,0.44,,,,,5,1,,1,6,,1009,981,,600,339,810,.419,91,337,.270,212,299,.709,153,544,192,69,37,196,208
19,Ball State,13,8,5,.615,-6.55,-4.09,,0,1,,7,0,,1,4,,969,894,,520,333,730,.456,83,247,.336,145,205,.707,108,405,167,75,38,163,247
20,Baylor,13,11,2,.846,21.03,1.70,,,,,8,0,,0,0,,1159,901,,520,331,758,.437,78,248,.315,161,220,.732,129,373,166,88,47,174,260
21,Bellarmine,15,4,11,.267,-8.04,5.38,,,,,3,2,,1,9,,1027,1094,,600,402,892,.451,126,373,.338,164,228,.719,151,545,211,83,55,177,208
22,Belmont,14,9,5,.643,-1.23,0.24,,2,1,,5,0,,3,4,,1117,1102,,565,413,912,.453,111,355,.313,165,232,.711,159,517,220,103,42,177,236
23,Bethune-Cookman,13,5,8,.385,-14.81,-3.08,,,,,4,0,,1,6,,942,963,,520,309,723,.427,101,286,.353,244,338,.722,156,494,169,120,35,253,227
24,Binghamton,13,8,5,.615,-9.14,-4.87,,,,,6,0,,2,5,,985,922,,520,328,806,.407,108,320,.338,158,229,.690,135,445,155,88,56,133,230
25,Boise State,13,9,4,.692,11.57,6.12,,,,,7,0,,0,1,,986,853,,520,309,721,.429,75,239,.314,160,224,.714,100,395,141,72,44,162,231
26,Boston College,13,9,4,.692,9.07,1.61,,0,2,,6,2,,2,0,,1031,934,,525,336,780,.431,104,291,.357,158,202,.782,122,449,168,71,44,166,214
27,Boston University,14,5,9,.357,-8.58,-4.89,,0,1,,3,2,,2,7,,917,924,,560,314,746,.421,103,307,.336,193,277,.697,90,463,161,101,38,161,210
28,Bowling Green State,13,10,3,.769,-2.39,-6.03,,1,0,,7,1,,1,1,,980,871,,525,335,810,.414,83,259,.320,118,182,.648,122,469,138,86,46,166,245
29,Bradley,14,9,5,.643,4.98,1.60,,1,2,,5,2,,2,2,,1020,954,,570,327,812,.403,93,295,.315,207,294,.704,164,506,144,109,32,180,235
30,Brigham Young,13,12,1,.923,28.04,-0.80,,,,,9,0,,0,1,,1175,800,,520,308,766,.402,67,261,.257,117,176,.665,98,397,149,75,22,170,184
31,Brown,15,4,11,.267,-7.94,-3.08,,,,,2,3,,1,6,,1042,1069,,611,384,872,.440,110,317,.347,191,283,.675,131,534,197,97,62,185,281
32,Bryant,15,8,7,.533,-4.14,-0.14,,,,,4,1,,3,6,,1193,1150,,610,399,1016,.393,111,350,.317,241,354,.681,210,677,199,109,52,191,264
33,Bucknell,14,4,10,.286,-9.26,-0.90,,1,0,,2,4,,2,6,,875,992,,560,358,773,.463,118,334,.353,158,225,.702,130,458,215,96,46,151,226
34,Buffalo,13,2,11,.154,-12.34,-0.09,,1,0,,1,5,,1,4,,883,1024,,520,380,801,.474,101,295,.342,163,240,.679,131,452,209,116,44,142,206
35,Butler,14,10,4,.714,13.60,4.45,,1,2,,8,0,,0,3,,1151,1006,,580,383,912,.420,109,351,.311,131,197,.665,168,511,182,99,60,175,231
36,Cal Poly,14,4,10,.286,-11.61,-1.14,,0,2,,3,2,,0,7,,900,1018,,575,345,776,.445,92,261,.352,236,331,.713,162,535,154,86,46,174,262
37,Cal State Bakersfield,13,5,8,.385,-9.26,-0.62,,0,2,,4,1,,0,6,,905,919,,520,314,702,.447,97,269,.361,194,272,.713,137,439,166,62,34,168,211
38,Cal State Fullerton,14,8,6,.571,-6.55,0.20,,1,1,,4,1,,3,4,,949,950,,565,339,801,.423,100,315,.317,172,256,.672,154,504,178,93,47,191,259
39,Cal State Northridge,14,11,3,.786,-0.78,-7.78,,2,0,,5,1,,6,2,,1129,976,,560,325,841,.386,104,371,.280,222,314,.707,126,439,183,121,52,202,264
40,California,14,4,10,.286,1.98,3.98,,0,3,,4,4,,0,2,,1060,1088,,575,380,838,.453,118,319,.370,210,281,.747,126,471,175,94,43,156,237
41,California Baptist,13,8,5,.615,-1.43,-4.16,,1,1,,6,3,,2,2,,909,852,,520,317,737,.430,75,211,.355,143,202,.708,99,426,140,67,36,149,262
42,Campbell,13,6,7,.462,-10.90,-5.90,,,,,6,2,,0,5,,890,831,,525,301,731,.412,82,299,.274,147,204,.721,136,427,160,89,38,171,231
43,Canisius,12,6,6,.500,0.99,0.99,,1,1,,3,1,,1,4,,924,884,,480,326,744,.438,65,234,.278,167,250,.668,146,433,145,81,49,143,199
44,Central Arkansas,16,4,12,.250,-16.48,-3.91,,,,,3,4,,1,8,,1150,1217,,640,424,955,.444,139,384,.362,230,336,.685,195,621,212,129,53,212,249
45,Central Connecticut State,13,6,7,.462,-7.49,-4.22,,,,,3,2,,3,5,,955,873,,520,323,747,.432,83,255,.325,144,218,.661,135,456,181,94,36,192,198
46,Central Florida,12,9,3,.750,11.62,-2.80,,,,,7,2,,0,1,,943,770,,485,254,658,.386,75,242,.310,187,255,.733,108,405,132,99,39,205,235
47,Central Michigan,13,5,8,.385,-14.63,-0.96,,0,1,,3,2,,1,5,,849,989,,520,352,753,.467,104,306,.340,181,231,.784,136,478,205,84,44,175,195
48,Charleston Southern,14,4,10,.286,-16.44,-0.62,,0,1,,4,3,,0,7,,982,1056,,560,389,847,.459,80,252,.317,198,274,.723,149,497,159,98,28,132,207
49,Charlotte,13,6,7,.462,4.60,4.35,,0,1,,5,1,,0,4,,878,828,,525,298,711,.419,85,259,.328,147,196,.750,116,421,142,70,37,145,200
50,Chattanooga,14,8,6,.571,-5.73,-3.81,,0,1,,6,1,,2,5,,1099,1016,,570,368,867,.424,124,365,.340,156,238,.655,145,478,183,89,42,159,240
51,Chicago State,21,7,14,.333,-9.46,-2.61,,,,,3,5,,3,8,,1332,1476,,845,533,1135,.470,125,410,.305,285,407,.700,231,758,272,141,65,308,365
52,Cincinnati,13,11,2,.846,15.52,-0.71,,,,,10,0,,1,1,,1067,856,,525,308,759,.406,83,266,.312,157,209,.751,90,393,153,73,58,150,215
53,Clemson,13,11,2,.846,17.26,6.18,,1,1,,6,0,,2,2,,1069,925,,520,319,781,.408,104,320,.325,183,252,.726,120,424,148,85,30,122,203
54,Cleveland State,15,10,5,.667,-0.41,-3.12,,3,1,,8,0,,2,5,,1151,1052,,600,382,862,.443,95,319,.298,193,314,.615,203,567,200,99,49,232,270
55,Coastal Carolina,12,3,9,.250,-9.35,-3.35,,0,1,,3,8,,0,1,,952,946,,485,322,799,.403,133,401,.332,169,241,.701,171,461,179,90,38,127,194
56,Colgate,14,7,7,.500,0.27,2.58,,1,0,,4,1,,1,5,,978,930,,560,344,811,.424,106,331,.320,136,202,.673,122,475,193,83,39,165,180
57,College of Charleston,13,9,4,.692,3.28,2.03,,,,,6,0,,2,1,,1021,969,,520,351,800,.439,100,298,.336,167,230,.726,127,488,153,91,48,169,236
58,Colorado,13,11,2,.846,18.27,2.89,,2,0,,9,0,,0,1,,1095,895,,525,320,759,.422,88,274,.321,167,227,.736,103,359,128,105,39,171,249
59,Colorado State,14,13,1,.929,19.41,7.33,,1,0,,8,1,,2,0,,1177,955,,560,352,807,.436,94,291,.323,157,216,.727,124,431,158,75,34,187,242
60,Columbia,12,8,4,.667,-4.58,-6.68,,,,,6,1,,2,3,,943,827,,480,297,730,.407,96,328,.293,137,189,.725,131,411,160,77,51,168,196
61,Connecticut,14,12,2,.857,19.42,-0.08,,2,1,,8,0,,0,2,,1164,891,,560,316,788,.401,81,238,.340,178,263,.677,129,405,148,80,40,160,247
62,Coppin State,14,1,13,.071,-21.38,-2.45,,,,,1,2,,0,10,,761,1026,,560,360,793,.454,111,328,.338,195,265,.736,179,558,221,126,48,208,199
63,Cornell,13,10,3,.769,2.55,-2.12,,,,,3,0,,5,3,,1095,1018,,520,372,830,.448,120,362,.331,154,255,.604,161,462,190,107,41,185,233
64,Creighton,14,10,4,.714,20.50,5.64,,1,2,,6,1,,3,2,,1140,932,,565,380,922,.412,76,257,.296,96,128,.750,134,436,142,96,33,106,199
65,Dartmouth,13,4,9,.308,-14.33,-2.60,,,,,4,2,,0,7,,800,882,,520,336,774,.434,96,295,.325,114,163,.699,106,463,155,94,39,139,218
66,Davidson,14,10,4,.714,3.12,1.12,,0,1,,7,1,,1,2,,1006,924,,560,338,789,.428,114,339,.336,134,201,.667,126,467,184,81,38,162,244
67,Dayton,13,11,2,.846,14.18,5.02,,1,0,,6,0,,2,1,,965,846,,520,318,768,.414,93,273,.341,117,163,.718,150,422,164,75,36,136,213
68,Delaware,13,8,5,.615,0.96,-2.63,,,,,2,2,,4,1,,1004,928,,525,336,770,.436,95,285,.333,161,230,.700,128,449,154,74,55,154,203
69,Delaware State,16,7,9,.438,-11.67,-3.67,,,,,3,2,,2,6,,1162,1194,,660,413,915,.451,147,376,.391,221,316,.699,130,497,224,117,42,247,285
70,Denver,16,10,6,.625,0.33,-1.34,,1,1,,6,1,,3,4,,1361,1246,,650,462,1044,.443,116,349,.332,206,299,.689,188,595,208,85,81,164,328
71,DePaul,13,3,10,.231,-3.69,6.39,,0,2,,3,6,,0,2,,859,990,,520,362,785,.461,98,275,.356,168,237,.709,147,469,196,90,42,144,236
72,Detroit Mercy,15,0,15,.000,-18.04,-0.64,,0,4,,0,3,,0,12,,909,1170,,600,419,878,.477,128,323,.396,204,276,.739,160,551,240,108,47,162,232
73,Drake,14,12,2,.857,9.17,-2.37,,3,0,,8,0,,1,1,,1111,941,,565,346,780,.444,96,292,.329,153,232,.659,120,450,135,76,33,197,237
74,Drexel,14,8,6,.571,1.57,-2.74,,1,0,,5,1,,2,5,,1016,892,,565,325,822,.395,90,288,.313,152,211,.720,129,439,163,86,39,148,221
75,Duke,13,10,3,.769,21.10,4.18,,1,1,,8,1,,0,2,,1086,866,,520,316,734,.431,89,273,.326,145,206,.704,106,409,172,59,62,175,227
76,Duquesne,13,9,4,.692,6.45,2.37,,0,1,,6,1,,1,2,,994,897,,520,312,740,.422,93,266,.350,180,257,.700,140,450,156,73,47,180,238
77,East Carolina,14,7,7,.500,-1.14,-1.83,,0,1,,7,4,,0,2,,1028,989,,560,348,787,.442,106,335,.316,187,261,.716,156,480,180,83,43,184,257
78,East Tennessee State,14,9,5,.643,-2.67,-1.92,,1,0,,6,0,,2,5,,1019,949,,560,322,809,.398,85,293,.290,220,320,.688,169,541,146,91,48,193,259
79,Eastern Illinois,14,6,8,.429,-11.51,-1.01,,0,1,,5,1,,0,7,,979,909,,560,314,739,.425,99,295,.336,182,249,.731,104,454,192,91,59,204,191
80,Eastern Kentucky,13,4,9,.308,-10.85,1.95,,,,,4,3,,0,6,,1069,1038,,525,375,855,.439,130,327,.398,158,235,.672,159,506,199,108,32,183,207
81,Eastern Michigan,13,7,6,.538,-11.10,-2.91,,0,1,,5,1,,2,4,,897,969,,525,352,783,.450,97,307,.316,168,245,.686,140,459,173,90,34,131,212
82,Eastern Washington,14,7,7,.500,0.46,3.79,,2,0,,4,0,,3,7,,1095,1015,,560,352,817,.431,98,297,.330,213,293,.727,137,465,178,92,45,188,250
83,Elon,13,7,6,.538,-9.89,-4.80,,,,,5,0,,0,6,,1047,998,,520,365,805,.453,102,311,.328,166,233,.712,150,441,171,79,42,149,217
84,Evansville,14,10,4,.714,1.99,-1.25,,1,2,,6,0,,3,4,,1121,1009,,570,362,869,.417,127,379,.335,158,225,.702,132,505,188,78,45,193,227
85,Fairfield,13,7,6,.538,-5.94,-5.27,,1,1,,3,2,,4,3,,962,923,,520,345,795,.434,90,277,.325,143,203,.704,157,487,175,93,41,185,209
86,Fairleigh Dickinson,14,6,8,.429,-15.56,-4.89,,,,,3,2,,3,5,,1131,1157,,560,406,896,.453,130,367,.354,215,296,.726,174,572,231,98,42,195,257
87,Florida,13,10,3,.769,15.16,2.55,,,,,6,0,,0,1,,1122,958,,530,343,837,.410,92,270,.341,180,265,.679,146,445,149,114,41,157,253
88,Florida A&M,11,2,9,.182,-13.13,11.99,,,,,1,2,,1,6,,716,919,,450,304,652,.466,104,266,.391,207,306,.676,131,437,167,94,47,131,147
89,Florida Atlantic,14,11,3,.786,18.88,5.95,,1,0,,5,1,,0,1,,1161,980,,570,359,848,.423,104,305,.341,158,222,.712,156,464,142,82,33,182,244
90,Florida Gulf Coast,15,6,9,.400,-6.19,1.89,,,,,4,1,,1,5,,1026,1078,,605,387,875,.442,128,353,.363,176,258,.682,162,515,203,105,35,155,239
91,Florida International,15,5,10,.333,-6.63,-1.06,,,,,4,3,,1,4,,1168,1155,,605,398,848,.469,121,339,.357,238,348,.684,176,573,221,110,64,281,252
92,Florida State,13,7,6,.538,7.78,4.70,,1,1,,5,3,,0,2,,996,956,,525,321,752,.427,97,295,.329,217,328,.662,154,485,159,78,36,199,251
93,Fordham,14,7,7,.500,-0.38,-2.67,,1,0,,4,4,,1,1,,1067,1035,,580,352,809,.435,81,235,.345,250,350,.714,145,523,161,115,52,223,283
94,Fresno State,14,7,7,.500,-3.52,0.17,,0,1,,5,2,,1,3,,975,1012,,570,383,855,.448,106,298,.356,140,211,.664,146,467,168,99,47,162,241
95,Furman,14,6,8,.429,-1.20,-0.75,,0,1,,5,1,,1,5,,1169,1121,,570,420,904,.465,109,305,.357,172,256,.672,135,499,213,122,45,174,246
96,Gardner-Webb,15,5,10,.333,-4.35,3.56,,,,,4,1,,0,6,,1099,1094,,611,383,891,.430,102,323,.316,226,328,.689,135,561,183,87,61,176,252
97,George Mason,14,12,2,.857,7.26,-1.66,,1,0,,8,0,,3,1,,1056,916,,560,314,831,.378,114,337,.338,174,248,.702,145,449,162,101,47,135,247
98,George Washington,14,11,3,.786,1.39,-5.84,,0,1,,9,1,,0,1,,1164,1055,,590,397,1017,.390,126,405,.311,135,185,.730,192,549,191,104,53,166,247
99,Georgetown,14,7,7,.500,0.48,0.41,,0,3,,6,4,,1,3,,1018,1017,,570,384,857,.448,89,298,.299,160,233,.687,165,496,186,113,47,166,235
100,Georgia,13,10,3,.769,7.54,1.54,,,,,9,0,,1,0,,980,902,,520,323,822,.393,94,312,.301,162,225,.720,161,512,169,77,45,156,257
101,Georgia Southern,13,1,12,.077,-12.96,-2.04,,1,0,,1,2,,0,7,,875,1017,,520,348,754,.462,108,294,.367,213,302,.705,162,503,192,114,55,167,190
102,Georgia State,12,6,6,.500,-5.13,-1.03,,1,0,,4,1,,2,5,,959,891,,485,309,703,.440,75,258,.291,198,276,.717,115,423,156,63,43,140,208
103,Georgia Tech,13,8,5,.615,4.50,4.81,,1,1,,5,1,,1,3,,931,935,,525,332,808,.411,93,321,.290,178,259,.687,145,465,140,100,48,129,237
104,Gonzaga,13,9,4,.692,14.25,3.33,,,,,6,1,,0,1,,1086,889,,520,319,816,.391,92,303,.304,159,216,.736,134,418,142,81,41,153,231
105,Grambling,13,3,10,.231,-16.79,5.81,,,,,3,0,,0,8,,848,1007,,523,364,747,.487,109,268,.407,170,240,.708,125,434,222,99,37,160,192
106,Grand Canyon,13,12,1,.923,10.55,-0.95,,2,0,,7,0,,2,0,,1074,886,,520,318,760,.418,84,256,.328,166,235,.706,133,400,152,90,27,179,259
107,Green Bay,15,8,7,.533,-4.61,-0.61,,3,1,,6,1,,2,5,,992,995,,605,345,830,.416,94,296,.318,211,297,.710,152,487,180,100,59,145,221
108,Hampton,13,4,9,.308,-16.52,-2.82,,0,1,,3,2,,0,5,,1030,1002,,520,341,800,.426,100,327,.306,220,290,.759,136,457,157,102,27,169,221
109,Harvard,13,9,4,.692,-1.33,-2.25,,,,,6,1,,3,3,,954,915,,525,346,836,.414,98,328,.299,125,201,.622,171,497,164,86,49,144,222
110,Hawaii,13,8,5,.615,3.24,-1.31,,0,1,,6,4,,0,0,,951,860,,525,322,742,.434,61,190,.321,155,224,.692,114,433,106,77,31,161,231
111,High Point,16,12,4,.750,3.11,-4.18,,1,0,,8,0,,2,3,,1365,1160,,650,411,947,.434,120,337,.356,218,298,.732,132,463,194,85,42,159,340
112,Hofstra,13,7,6,.538,5.41,3.50,,,,,3,1,,1,5,,1001,925,,525,324,780,.415,111,313,.355,166,222,.748,151,477,173,73,35,160,185
113,Holy Cross,14,3,11,.214,-19.16,-5.00,,0,1,,1,3,,1,7,,918,1074,,560,388,840,.462,124,323,.384,174,231,.753,149,506,198,104,61,122,184
