Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Travis Ford,Saint Louis,A-10,,8,9,0.471,,,,,2016-17,141,98,0.59,1.0,,,,,419,324,0.564,7.0,,,
John Gallagher,Manhattan,MAAC,,4,11,0.267,,,,,2023-24,4,11,0.267,,,,,,173,218,0.442,1.0,,,
Joe Gallo,Merrimack,NEC,,9,9,0.5,,,,,2019-20,70,61,0.534,,,,,,70,61,0.534,,,,
Eran Ganot,Hawaii,Big West,,10,7,0.588,,,,,2015-16,146,95,0.606,1.0,,,,,149,97,0.606,1.0,,,
Greg Gard,Wisconsin,Big Ten,,13,4,0.765,,,,,2015-16,177,97,0.646,5.0,2.0,,,,177,97,0.646,5.0,2.0,,
Greg Gary,Mercer,Southern,,8,9,0.471,,,,,2019-20,73,71,0.507,,,,,,89,115,0.436,,,,
Dennis Gates,Missouri,SEC,,8,9,0.471,,,,,2022-23,33,19,0.635,1.0,,,,,83,59,0.585,2.0,,,
Kyle Gerdeman,Lindenwood,OVC,,7,10,0.412,,,,,2022-23,18,31,0.367,,,,,,18,31,0.367,,,,
Chris Gerlufsen,San Francisco,WCC,,14,4,0.778,,,,,2022-23,34,18,0.654,,,,,,42,23,0.646,,,,
Gerald Gillion,Chicago State,Ind,,9,15,0.375,,,,,2021-22,27,60,0.31,,,,,,27,60,0.31,,,,
Billy Gillispie,Tarleton State,WAC,,10,6,0.625,,,,,2020-21,51,50,0.505,,,,,,199,158,0.557,4.0,1.0,,
Corey Gipson,Austin Peay,A-Sun,,8,10,0.444,,,,,2023-24,8,10,0.444,,,,,,30,21,0.588,,,,
Todd Golden,Florida,SEC,,11,6,0.647,,,,,2022-23,27,23,0.54,,,,,,84,59,0.587,1.0,,,
Joe Golding,UTEP,CUSA,,9,8,0.529,,,,,2021-22,43,40,0.518,,,,,,177,154,0.535,2.0,,,
Stan Gouard,Southern Indiana,OVC,,5,13,0.278,,,,,2022-23,21,30,0.412,,,,,,21,30,0.412,,,,
Anthony Grant,Dayton,A-10,,14,2,0.875,,,,,2017-18,138,66,0.676,,,,,,331,176,0.653,3.0,,,
Earl Grant,Boston College,ACC,,11,6,0.647,,,,,2021-22,40,43,0.482,,,,,,167,132,0.559,1.0,,,
Jared Grasso,Bryant,AEC,,11,7,0.611,,,,,2018-19,90,74,0.549,1.0,,,,,91,96,0.487,1.0,,,
Justin Gray,Western Carolina,Southern,,15,3,0.833,,,,,2021-22,44,40,0.524,,,,,,44,40,0.524,,,,
John Griffin III,Bucknell,Patriot,,5,12,0.294,,,,,2023-24,5,12,0.294,,,,,,5,12,0.294,,,,
John Groce,Akron,MAC,,13,4,0.765,,,,,2017-18,129,74,0.635,1.0,,,,,309,205,0.601,4.0,1.0,,
Jerod Haase,Stanford,Pac-12,,9,7,0.562,,,,,2016-17,121,116,0.511,,,,,,201,169,0.543,1.0,,,
George Halcovage III,Buffalo,MAC,,2,15,0.118,,,,,2023-24,2,15,0.118,,,,,,2,15,0.118,,,,
A.W. Hamilton,Eastern Kentucky,A-Sun,,8,9,0.471,,,,,2018-19,95,83,0.534,,,,,,95,83,0.534,,,,
Leonard Hamilton *,Florida State,ACC,,10,6,0.625,,,,,2002-03,436,271,0.617,8.0,4.0,,,,636,481,0.569,11.0,5.0,,
Anfernee Hardaway,Memphis,AAC,,15,2,0.882,,,,,2018-19,126,54,0.7,2.0,,,,,126,54,0.7,2.0,,,
Tavaras Hardy,Loyola (MD),Patriot,,3,15,0.167,,,,,2018-19,62,100,0.383,,,,,,62,100,0.383,,,,
Ray Harper,Jacksonville State,CUSA,,10,8,0.556,,,,,2016-17,142,102,0.582,2.0,,,,,231,166,0.582,4.0,,,
Jonas Hayes,Georgia State,Sun Belt,,9,7,0.562,,,,,2022-23,19,28,0.404,,,,,,23,28,0.451,,,,
Stan Heath,Eastern Michigan,MAC,,8,9,0.471,,,,,2021-22,26,53,0.329,,,,,,235,260,0.475,4.0,1.0,,
Shane Heirman,Incarnate Word,Southland,,5,11,0.312,,,,,2023-24,5,11,0.312,,,,,,5,11,0.312,,,,
Eric Henderson,South Dakota State,Summit,,9,9,0.5,,,,,2019-20,96,44,0.686,1.0,,,,,96,44,0.686,1.0,,,
Mitch Henderson,Princeton,Ivy,,14,1,0.933,,,,,2011-12,222,118,0.653,2.0,1.0,,,,222,118,0.653,2.0,1.0,,
Charlie Henry,Georgia Southern,Sun Belt,,2,15,0.118,,,,,2023-24,2,15,0.118,,,,,,2,15,0.118,,,,
Steve Henson,UTSA,AAC,,7,10,0.412,,,,,2016-17,106,133,0.444,,,,,,106,133,0.444,,,,
Talvin Hester,Louisiana Tech,CUSA,,12,6,0.667,,,,,2022-23,27,24,0.529,,,,,,27,24,0.529,,,,
Ross Hodge,North Texas,AAC,,10,5,0.667,,,,,2023-24,10,5,0.667,,,,,,10,5,0.667,,,,
Bryan Hodgson,Arkansas State,Sun Belt,,7,10,0.412,,,,,2023-24,7,10,0.412,,,,,,7,10,0.412,,,,
Fred Hoiberg,Nebraska,Big Ten,,13,4,0.765,,,,,2019-20,53,87,0.379,,,,,,168,143,0.54,4.0,1.0,,
Shaheen Holloway,Seton Hall,Big East,,13,5,0.722,,,,,2022-23,30,21,0.588,,,,,,94,75,0.556,1.0,1.0,,
Chris Holtmann,Ohio State,Big Ten,,12,5,0.706,,,,,2017-18,135,80,0.628,4.0,,,,,249,165,0.601,7.0,1.0,,
Jason Hooten,New Mexico State,CUSA,,7,10,0.412,,,,,2023-24,7,10,0.412,,,,,,268,179,0.6,,,,
Mike Hopkins,Washington,Pac-12,,10,7,0.588,,,,,2017-18,111,98,0.531,,,,,,115,103,0.528,1.0,,,
Darrin Horn,Northern Kentucky,Horizon,,9,9,0.5,,,,,2019-20,88,54,0.62,1.0,,,,,259,165,0.611,2.0,1.0,,
Juwan Howard,Michigan,Big Ten,,7,10,0.412,,,,,2019-20,86,58,0.597,2.0,2.0,,,,86,58,0.597,2.0,2.0,,
Otis Hughley Jr.,Alabama A&M,SWAC,,3,15,0.167,,,,,2022-23,18,33,0.353,,,,,,18,33,0.353,,,,
Ron Hunter,Tulane,AAC,,11,5,0.688,,,,,2019-20,67,62,0.519,,,,,,459,336,0.577,4.0,,,
Bobby Hurley,Arizona State,Pac-12,,10,6,0.625,,,,,2015-16,151,119,0.559,3.0,,,,,193,139,0.581,4.0,,,
Dan Hurley,Connecticut,Big East,,15,2,0.882,6.0,,,,2018-19,119,57,0.676,3.0,1.0,1.0,1.0,,270,162,0.625,5.0,1.0,1.0,1.0
Alan Huss,High Point,Big South,,14,4,0.778,,,,,2023-24,14,4,0.778,,,,,,14,4,0.778,,,,
Justin Hutson,Fresno State,MWC,,8,9,0.471,,,,,2018-19,88,82,0.518,,,,,,88,82,0.518,,,,
Martin Ingelsby,Delaware,CAA,,10,7,0.588,,,,,2016-17,122,110,0.526,1.0,,,,,122,110,0.526,1.0,,,
George Ivory,Mississippi Valley State,SWAC,,0,16,0.0,,,,,2022-23,5,43,0.104,,,,,,145,312,0.317,1.0,,,
Tom Izzo,Michigan State,Big Ten,,10,7,0.588,4.0,,,,1995-96,697,287,0.708,25.0,15.0,8.0,1.0,,697,287,0.708,25.0,15.0,8.0,1.0
Donte Jackson,Grambling,SWAC,,6,11,0.353,,,,,2017-18,105,98,0.517,,,,,,105,98,0.517,,,,
Ben Jacobson,Northern Iowa,MVC,,9,8,0.529,,,,,2006-07,344,227,0.602,4.0,1.0,,,,344,227,0.602,4.0,1.0,,
Chris Jans,Mississippi State,SEC,,12,4,0.75,,,,,2022-23,33,17,0.66,1.0,,,,,176,61,0.743,4.0,,,
Rob Jeter,Southern Utah,WAC,,5,11,0.312,,,,,2023-24,5,11,0.312,,,,,,228,226,0.502,2.0,,,
Ben Johnson,Minnesota,Big Ten,,12,5,0.706,,,,,2021-22,34,44,0.436,,,,,,34,44,0.436,,,,
Kevin Johnson,Southern,SWAC,,9,8,0.529,,,,,2023-24,9,8,0.529,,,,,,74,108,0.407,,,,
Stan Johnson,Loyola Marymount,WCC,,8,9,0.471,,,,,2020-21,51,48,0.515,,,,,,51,48,0.515,,,,
Terrence Johnson,Texas State,Sun Belt,,7,10,0.412,,,,,2020-21,62,44,0.585,,,,,,62,44,0.585,,,,
Donnie Jones *,Stetson,A-Sun,,11,8,0.579,,,,,2019-20,67,73,0.479,,,,,,222,202,0.524,,,,
James Jones,Yale,Ivy,,11,6,0.647,,,,,1999-00,384,307,0.556,3.0,,,,,384,307,0.556,3.0,,,
Jeff Jones,Old Dominion,Sun Belt,,4,13,0.235,,,,,2013-14,204,138,0.596,1.0,,,,,561,425,0.569,8.0,2.0,,
Joe Jones,Boston University,Patriot,,7,10,0.412,,,,,2011-12,209,184,0.532,,,,,,295,292,0.503,,,,
Johnny Jones,Texas Southern,SWAC,,3,11,0.214,,,,,2018-19,93,84,0.525,3.0,,,,,388,318,0.55,6.0,,,
Mike Jones,UNC Greensboro,Southern,,12,5,0.706,,,,,2021-22,49,32,0.605,,,,,,223,182,0.551,1.0,,,
Robert Jones,Norfolk State,MEAC,,11,8,0.579,,,,,2013-14,199,145,0.578,2.0,,,,,199,145,0.578,2.0,,,
Edward Joyner Jr,Hampton,CAA,,4,13,0.235,,,,,2009-10,217,246,0.469,3.0,,,,,217,246,0.469,3.0,,,
Jon Judkins,Utah Tech,WAC,,7,9,0.438,,,,,2020-21,42,59,0.416,,,,,,42,59,0.416,,,,
Greg Kampe,Oakland,Horizon,,11,8,0.579,,,,,1999-00,424,369,0.535,3.0,,,,,424,369,0.535,3.0,,,
Kevin Keatts,NC State,ACC,,13,4,0.765,,,,,2017-18,126,83,0.603,2.0,,,,,198,111,0.641,4.0,,,
Kyle Keller *,Stephen F. Austin,WAC,,11,6,0.647,,,,,2016-17,156,75,0.675,1.0,,,,,156,75,0.675,1.0,,,
Pat Kelsey,College of Charleston,CAA,,13,4,0.765,,,,,2021-22,61,23,0.726,1.0,,,,,247,118,0.677,3.0,,,
Andy Kennedy,UAB,AAC,,10,6,0.625,,,,,2020-21,88,31,0.739,1.0,,,,,354,200,0.639,3.0,,,
Dustin Kerns,Appalachian State,Sun Belt,,13,4,0.765,,,,,2019-20,83,62,0.572,1.0,,,,,114,99,0.535,1.0,,,
David Kiefer,Southeastern Louisiana,Southland,,6,11,0.353,,,,,2019-20,59,81,0.421,,,,,,59,81,0.421,,,,
Dwayne Killings,Albany (NY),AEC,,10,7,0.588,,,,,2021-22,31,48,0.392,,,,,,31,48,0.392,,,,
Eric Konkol,Tulsa,AAC,,9,7,0.562,,,,,2022-23,14,32,0.304,,,,,,167,107,0.609,,,,
Brad Korn,Southeast Missouri State,OVC,,6,12,0.333,,,,,2020-21,50,63,0.442,1.0,,,,,50,63,0.442,1.0,,,
Tod Kowalczyk,Toledo,MAC,,11,6,0.647,,,,,2010-11,269,175,0.606,,,,,,405,287,0.585,,,,
Chris Kraus,Stonehill,NEC,,2,17,0.105,,,,,2022-23,16,34,0.32,,,,,,16,34,0.32,,,,
Rob Krimmel,Saint Francis (PA),NEC,,5,12,0.294,,,,,2012-13,152,200,0.432,,,,,,152,200,0.432,,,,
Kevin Kruger,Nevada-Las Vegas,MWC,,9,7,0.562,,,,,2021-22,46,34,0.575,,,,,,46,34,0.575,,,,
Kevin Kuwik,Army,Patriot,,5,12,0.294,,,,,2023-24,5,12,0.294,,,,,,5,12,0.294,,,,
Jay Ladner,Southern Miss,Sun Belt,,9,8,0.529,,,,,2019-20,58,81,0.417,,,,,,134,169,0.442,,,,
Billy Lange,Saint Joseph's,A-10,,11,6,0.647,,,,,2019-20,49,83,0.371,,,,,,141,198,0.416,,,,
Matt Langel,Colgate,Patriot,,9,8,0.529,,,,,2011-12,211,182,0.537,4.0,,,,,211,182,0.537,4.0,,,
Rob Lanier,Southern Methodist,AAC,,12,5,0.706,,,,,2022-23,22,27,0.449,,,,,,133,127,0.512,2.0,,,
Jim Larranaga,Miami (FL),ACC,,12,4,0.75,13.0,,,,2011-12,267,153,0.636,6.0,4.0,1.0,,,709,462,0.605,11.0,5.0,2.0,
Anthony Latina,Sacred Heart,NEC,,9,10,0.474,,,,,2013-14,134,187,0.417,,,,,,134,187,0.417,,,,
Steve Lavin,San Diego,WCC,,10,9,0.526,,,,,2022-23,21,29,0.42,,,,,,258,179,0.59,8.0,5.0,,
Shantay Legans,Portland,WCC,,7,11,0.389,,,,,2021-22,40,45,0.471,,,,,,115,94,0.55,1.0,,,
Grant Leonard,Queens (NC),A-Sun,,7,11,0.389,,,,,2022-23,25,26,0.49,,,,,,25,26,0.49,,,,
Jim Les,UC Davis,Big West,,10,7,0.588,,,,,2011-12,185,193,0.489,1.0,,,,,339,333,0.504,2.0,1.0,,
Michael Lewis,Ball State,MAC,,9,8,0.529,,,,,2022-23,29,20,0.592,,,,,,29,20,0.592,,,,
Jeff Linder,Wyoming,MWC,,9,8,0.529,,,,,2020-21,57,50,0.533,1.0,,,,,137,100,0.578,1.0,,,
Tommy Lloyd,Arizona,Pac-12,,12,4,0.75,12.0,,,,2021-22,73,15,0.83,2.0,1.0,,,,73,15,0.83,2.0,1.0,,
Matt Logie,Montana State,Big Sky,,8,9,0.471,,,,,2023-24,8,9,0.471,,,,,,8,9,0.471,,,,
Ryan Looney,Idaho State,Big Sky,,6,11,0.353,,,,,2019-20,45,88,0.338,,,,,,45,88,0.338,,,,
Bart Lundy,Milwaukee,Horizon,,9,8,0.529,,,,,2022-23,31,20,0.608,,,,,,127,107,0.543,,,,
Steve Lutz,Western Kentucky,CUSA,,13,4,0.765,,,,,2023-24,13,4,0.765,,,,,,60,27,0.69,2.0,,,
Carmen Maciariello,Siena,MAAC,,3,13,0.188,,,,,2019-20,67,57,0.54,,,,,,67,57,0.54,,,,
Tony Madlock,Alabama State,SWAC,,9,9,0.5,,,,,2022-23,17,32,0.347,,,,,,33,52,0.388,,,,
Mark Madsen,California,Pac-12,,6,11,0.353,,,,,2023-24,6,11,0.353,,,,,,76,62,0.551,,,,
Mike Magpayo,UC Riverside,Big West,,7,11,0.389,,,,,2020-21,59,43,0.578,,,,,,59,43,0.578,,,,
Chris Markwood,Maine,AEC,,8,9,0.471,,,,,2022-23,21,26,0.447,,,,,,21,26,0.447,,,,
Bob Marlin,Louisiana,Sun Belt,,9,8,0.529,,,,,2010-11,256,183,0.583,2.0,,,,,481,314,0.605,4.0,,,
Phil Martelli Jr.,Bryant,AEC,,11,7,0.611,,,,,2023-24,11,7,0.611,,,,,,11,7,0.611,,,,
Erik Martin,South Carolina State,MEAC,,4,14,0.222,,,,,2022-23,9,40,0.184,,,,,,9,40,0.184,,,,
Frank Martin,Massachusetts,A-10,,11,5,0.688,,,,,2022-23,26,21,0.553,,,,,,314,222,0.586,5.0,2.0,1.0,
Mike Martin,Brown,Ivy,,5,12,0.294,,,,,2012-13,140,165,0.459,,,,,,140,165,0.459,,,,
Bashir Mason,Saint Peter's,MAAC,,9,5,0.643,,,,,2022-23,23,23,0.5,,,,,,188,153,0.551,,,,
Thad Matta,Butler,Big East,,11,7,0.611,,,,,2000-01,49,33,0.598,1.0,,,,,464,179,0.722,13.0,6.0,2.0,
Dusty May,Florida Atlantic,AAC,,13,4,0.765,10.0,,,,2018-19,114,64,0.64,1.0,1.0,1.0,,,114,64,0.64,1.0,1.0,1.0,
Fran McCaffery,Iowa,Big Ten,,11,6,0.647,,,,,2010-11,272,182,0.599,7.0,,,,,523,359,0.593,12.0,,,
Grant McCasland,Texas Tech,Big 12,,14,2,0.875,,,,,2023-24,14,2,0.875,,,,,,169,79,0.681,1.0,,,
Robert McCullum,Florida A&M,SWAC,,2,12,0.143,,,,,2017-18,63,122,0.341,,,,,,147,243,0.377,,,,
Greg McDermott,Creighton,Big East,,13,4,0.765,8.0,,,,2010-11,313,154,0.67,8.0,2.0,,,,462,285,0.618,11.0,2.0,,
Nick McDevitt,Middle Tennessee,CUSA,,6,11,0.353,,,,,2018-19,75,98,0.434,,,,,,173,164,0.513,1.0,,,
Mike McGarvey,Lafayette,Patriot,,5,12,0.294,,,,,2022-23,7,15,0.318,,,,,,7,15,0.318,,,,
Kevin McGeehan,Campbell,CAA,,8,9,0.471,,,,,2013-14,163,173,0.485,,,,,,163,173,0.485,,,,
Ritchie McKay,Liberty,CUSA,,11,7,0.611,,,,,2007-08,237,120,0.664,2.0,,,,,402,278,0.591,3.0,,,
Matt McKillop,Davidson,A-10,,10,6,0.625,,,,,2022-23,26,22,0.542,,,,,,26,22,0.542,,,,
David McLaughlin,Dartmouth,Ivy,,4,11,0.267,,,,,2016-17,60,121,0.331,,,,,,60,121,0.331,,,,
Matt McMahon,Louisiana State,SEC,,10,6,0.625,,,,,2022-23,24,25,0.49,,,,,,178,92,0.659,3.0,,,
Bucky McMillan,Samford,Southern,,16,2,0.889,,,,,2020-21,64,37,0.634,,,,,,64,37,0.634,,,,
Niko Medved,Colorado State,MWC,,14,3,0.824,,,,,2018-19,106,67,0.613,1.0,,,,,185,155,0.544,1.0,,,
Marvin Menzies,Kansas City,Summit,,7,12,0.368,,,,,2022-23,18,33,0.353,,,,,,264,192,0.579,5.0,,,
Tim Miles,San Jose State,MWC,,8,10,0.444,,,,,2021-22,37,47,0.44,,,,,,260,269,0.491,2.0,,,
Archie Miller,Rhode Island,A-10,,9,7,0.562,,,,,2022-23,18,29,0.383,,,,,,224,150,0.599,4.0,1.0,,
Sean Miller,Xavier,Big East,,9,8,0.529,,,,,2004-05,156,65,0.706,5.0,3.0,,,,458,174,0.725,12.0,8.0,,
Wes Miller,Cincinnati,Big 12,,13,4,0.765,,,,,2021-22,54,32,0.628,,,,,,239,167,0.589,2.0,,,
Paul Mills,Wichita State,AAC,,8,8,0.5,,,,,2023-24,8,8,0.5,,,,,,114,92,0.553,2.0,1.0,,
Jordan Mincy,Jacksonville,A-Sun,,9,8,0.529,,,,,2021-22,43,34,0.558,,,,,,43,34,0.558,,,,
Dan Monson,Long Beach State,Big West,,11,7,0.611,,,,,2007-08,265,265,0.5,1.0,,,,,435,388,0.529,3.0,1.0,,
Chris Mooney,Richmond,A-10,,12,5,0.706,,,,,2005-06,339,267,0.559,3.0,1.0,,,,357,279,0.561,3.0,1.0,,
Mike Morrell,UNC Asheville,Big South,,11,8,0.579,,,,,2018-19,84,84,0.5,1.0,,,,,84,84,0.5,1.0,,,
Porter Moser,Oklahoma,Big 12,,13,3,0.812,,,,,2021-22,47,36,0.566,,,,,,340,278,0.55,2.0,2.0,1.0,
Benny Moss,Coastal Carolina,Sun Belt,,2,6,0.25,,,,,2023-24,2,6,0.25,,,,,,43,80,0.35,,,,
LeVelle Moton,North Carolina Central,MEAC,,10,7,0.588,,,,,2009-10,256,191,0.573,4.0,,,,,256,191,0.573,4.0,,,
Chris Mudge,Sam Houston,CUSA,,10,8,0.556,,,,,2023-24,10,8,0.556,,,,,,10,8,0.556,,,,
Bryan Mullins,Southern Illinois,MVC,,12,5,0.706,,,,,2019-20,79,60,0.568,,,,,,79,60,0.568,,,,
Eric Musselman,Arkansas,SEC,,10,7,0.588,14.0,,,,2019-20,105,49,0.682,3.0,3.0,,,,215,83,0.721,6.0,4.0,,
Scott Nagy,Wright State,Horizon,,9,9,0.5,,,,,2016-17,158,87,0.645,2.0,,,,,348,250,0.582,5.0,,,
Kyle Neptune,Villanova,Big East,,11,6,0.647,22.0,,,,2022-23,28,23,0.549,,,,,,44,39,0.53,,,,
Andy Newman,Cal State Northridge,Big West,,13,4,0.765,,,,,2023-24,13,4,0.765,,,,,,27,22,0.551,,,,
Darris Nichols,Radford,Big South,,11,7,0.611,,,,,2021-22,43,40,0.518,,,,,,43,40,0.518,,,,
Saah Nimley,Charleston Southern,Big South,,4,6,0.4,,,,,2023-24,4,6,0.4,,,,,,4,6,0.4,,,,
Nate Oats,Alabama,SEC,,12,5,0.706,24.0,,,,2019-20,104,47,0.689,3.0,2.0,,,,200,90,0.69,6.0,2.0,,
Ryan Odom,Virginia Commonwealth,A-10,,10,7,0.588,,,,,2023-24,10,7,0.588,,,,,,159,103,0.607,2.0,,,
Eric Olen,UC San Diego,Big West,,11,6,0.647,,,,,2020-21,41,52,0.441,,,,,,41,52,0.441,,,,
T.J. Otzelberger,Iowa State,Big 12,,13,4,0.765,,,,,2021-22,54,31,0.635,2.0,1.0,,,,153,94,0.619,4.0,1.0,,
Matt Painter,Purdue,Big Ten,,16,2,0.889,3.0,,,,2005-06,429,200,0.682,14.0,6.0,,,,454,205,0.689,15.0,6.0,,
Lamont Paris,South Carolina,SEC,,14,3,0.824,,,,,2022-23,25,24,0.51,,,,,,112,96,0.538,1.0,,,
Joe Pasternack,UC Santa Barbara,Big West,,10,6,0.625,,,,,2017-18,142,59,0.706,2.0,,,,,180,113,0.614,2.0,,,
David Patrick,Sacramento State,Big Sky,,6,11,0.353,,,,,2022-23,20,29,0.408,,,,,,47,67,0.412,,,,
Dave Paulsen,Holy Cross,Patriot,,4,13,0.235,,,,,2023-24,4,13,0.235,,,,,,233,198,0.541,2.0,,,
Greg Paulus,Niagara,MAAC,,7,9,0.438,,,,,2019-20,58,71,0.45,,,,,,58,71,0.45,,,,
Kenny Payne,Louisville,ACC,,6,10,0.375,,,,,2022-23,10,38,0.208,,,,,,10,38,0.208,,,,
Bruce Pearl,Auburn,SEC,,14,2,0.875,,,,,2014-15,201,113,0.64,4.0,1.0,1.0,,,432,212,0.671,12.0,5.0,1.0,
Tom Pecora,Quinnipiac,MAAC,,12,4,0.75,,,,,2023-24,12,4,0.75,,,,,,211,236,0.472,,,,
Ryan Pedon,Illinois State,MVC,,8,9,0.471,,,,,2022-23,19,30,0.388,,,,,,19,30,0.388,,,,
John Pelphrey,Tennessee Tech,OVC,,7,11,0.389,,,,,2019-20,48,93,0.34,,,,,,197,219,0.474,2.0,,,
Scott Pera,Rice,AAC,,6,11,0.353,,,,,2017-18,91,117,0.438,,,,,,91,117,0.438,,,,
Dwight Perry,Wofford,Southern,,10,7,0.588,,,,,2022-23,22,19,0.537,,,,,,22,19,0.537,,,,
Leonard Perry,Pacific,WCC,,6,13,0.316,,,,,2021-22,29,53,0.354,,,,,,77,150,0.339,,,,
Eric Peterson,South Dakota,Summit,,8,10,0.444,,,,,2022-23,20,29,0.408,,,,,,20,29,0.408,,,,
