Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
88,Florida A&M,11,2,9,.182,-13.13,11.99,,,,,1,2,,1,6,,716,919,,70.8,115.3,.469,.408,.576,53.6,54.9,11.8,9.4,.546,14.1,32.8,.317
89,Florida Atlantic,14,11,3,.786,18.88,5.95,,1,0,,5,1,,0,1,,1161,980,,69.1,99.6,.262,.360,.514,46.8,39.6,8.3,6.3,.485,16.0,29.7,.186
90,Florida Gulf Coast,15,6,9,.400,-6.19,1.89,,,,,4,1,,1,5,,1026,1078,,65.3,109.1,.295,.403,.540,49.6,52.5,10.6,6.8,.515,13.4,31.0,.201
91,Florida International,15,5,10,.333,-6.63,-1.06,,,,,4,3,,1,4,,1168,1155,,74.6,102.4,.410,.400,.570,52.6,55.5,9.8,11.4,.541,21.7,34.2,.281
92,Florida State,13,7,6,.538,7.78,4.70,,1,1,,5,3,,0,2,,996,956,,72.9,99.9,.436,.392,.527,50.4,49.5,8.2,6.9,.491,18.0,31.8,.289
93,Fordham,14,7,7,.500,-0.38,-2.67,,1,0,,4,4,,1,1,,1067,1035,,72.3,98.7,.433,.290,.531,48.8,45.7,11.0,10.1,.485,18.6,29.2,.309
94,Fresno State,14,7,7,.500,-3.52,0.17,,0,1,,5,2,,1,3,,975,1012,,68.1,104.3,.247,.349,.530,49.4,43.9,10.2,9.4,.510,14.5,29.0,.164
95,Furman,14,6,8,.429,-1.20,-0.75,,0,1,,5,1,,1,5,,1169,1121,,74.9,105.1,.283,.337,.547,47.1,50.7,11.4,9.6,.525,14.5,25.8,.190
96,Gardner-Webb,15,5,10,.333,-4.35,3.56,,,,,4,1,,0,6,,1099,1094,,71.4,100.4,.368,.363,.523,48.2,47.8,8.0,10.1,.487,14.4,24.4,.254
97,George Mason,14,12,2,.857,7.26,-1.66,,1,0,,8,0,,3,1,,1056,916,,66.8,98.0,.298,.406,.483,45.0,51.6,10.8,9.6,.446,12.5,26.4,.209
98,George Washington,14,11,3,.786,1.39,-5.84,,0,1,,9,1,,0,1,,1164,1055,,73.2,97.7,.182,.398,.477,49.0,48.1,9.6,10.4,.452,13.1,30.2,.133
99,Georgetown,14,7,7,.500,0.48,0.41,,0,3,,6,4,,1,3,,1018,1017,,68.2,104.6,.272,.348,.525,49.4,48.4,11.6,9.8,.500,14.6,32.6,.187
100,Georgia,13,10,3,.769,7.54,1.54,,,,,9,0,,1,0,,980,902,,71.1,97.5,.274,.380,.486,51.0,52.3,8.3,10.0,.450,14.4,30.7,.197
101,Georgia Southern,13,1,12,.077,-12.96,-2.04,,1,0,,1,2,,0,7,,875,1017,,69.5,112.5,.401,.390,.567,54.3,55.2,12.6,13.9,.533,15.7,35.9,.282
102,Georgia State,12,6,6,.500,-5.13,-1.03,,1,0,,4,1,,2,5,,959,891,,71.0,103.5,.393,.367,.534,47.9,50.5,7.3,8.8,.493,14.4,26.7,.282
103,Georgia Tech,13,8,5,.615,4.50,4.81,,1,1,,5,1,,1,3,,931,935,,69.8,102.1,.321,.397,.502,46.5,42.2,10.9,9.7,.468,12.2,28.9,.220
104,Gonzaga,13,9,4,.692,14.25,3.33,,,,,6,1,,0,1,,1086,889,,72.2,94.7,.265,.371,.484,42.9,44.5,8.6,7.1,.447,14.3,26.0,.195
105,Grambling,13,3,10,.231,-16.79,5.81,,,,,3,0,,0,8,,848,1007,,68.7,112.8,.321,.359,.585,52.5,61.0,11.1,6.9,.560,15.7,31.8,.228
106,Grand Canyon,13,12,1,.923,10.55,-0.95,,2,0,,7,0,,2,0,,1074,886,,70.4,96.7,.309,.337,.508,43.7,47.8,9.8,5.7,.474,17.0,27.7,.218
107,Green Bay,15,8,7,.533,-4.61,-0.61,,3,1,,6,1,,2,5,,992,995,,63.8,103.1,.358,.357,.512,49.9,52.2,10.4,13.5,.472,13.0,29.3,.254
108,Hampton,13,4,9,.308,-16.52,-2.82,,0,1,,3,2,,0,5,,1030,1002,,74.5,103.4,.363,.409,.534,47.4,46.0,10.5,5.2,.489,15.3,28.1,.275
109,Harvard,13,9,4,.692,-1.33,-2.25,,,,,6,1,,3,3,,954,915,,68.6,101.7,.240,.392,.491,51.4,47.4,9.6,10.9,.472,13.4,32.6,.150
110,Hawaii,13,8,5,.615,3.24,-1.31,,0,1,,6,4,,0,0,,951,860,,68.3,96.0,.302,.256,.507,48.8,32.9,8.6,7.4,.475,16.0,25.2,.209
111,High Point,16,12,4,.750,3.11,-4.18,,1,0,,8,0,,2,3,,1365,1160,,69.1,104.0,.315,.356,.533,41.0,47.2,7.6,7.6,.497,12.7,22.8,.230
112,Hofstra,13,7,6,.538,5.41,3.50,,,,,3,1,,1,5,,1001,925,,67.9,103.7,.285,.401,.522,52.0,53.4,8.2,8.6,.487,15.3,31.3,.213
113,Holy Cross,14,3,11,.214,-19.16,-5.00,,0,1,,1,3,,1,7,,918,1074,,66.1,116.0,.275,.385,.565,52.2,51.0,11.2,12.6,.536,11.4,31.3,.207
114,Houston,13,13,0,1.000,28.22,1.68,,,,,8,0,,1,0,,987,642,,64.7,76.3,.389,.425,.441,43.9,62.7,7.6,6.3,.403,24.7,28.5,.239
115,Houston Christian,11,2,9,.182,-16.36,8.19,,,,,2,2,,0,7,,766,915,,76.7,108.4,.279,.378,.542,49.6,59.8,13.0,11.7,.514,12.4,30.1,.198
116,Howard,15,5,10,.333,-6.11,-1.54,,,,,3,2,,2,6,,1157,1182,,70.9,107.7,.375,.349,.540,49.4,50.2,10.8,9.9,.510,14.4,31.9,.253
117,Idaho,15,7,8,.467,-6.92,-2.23,,1,1,,5,4,,1,4,,1071,1042,,67.1,102.8,.371,.399,.537,50.5,55.8,9.2,9.5,.504,15.8,27.1,.257
118,Idaho State,14,4,10,.286,-9.38,-1.38,,0,2,,3,2,,1,7,,967,973,,65.9,104.6,.298,.293,.550,48.5,45.4,11.1,6.4,.517,16.0,27.1,.221
119,Illinois,13,11,2,.846,20.87,2.49,,2,0,,8,1,,1,1,,1091,852,,71.6,91.5,.229,.302,.452,42.0,41.1,9.3,8.2,.425,12.0,25.0,.153
120,Illinois State,14,8,6,.571,-3.42,-1.50,,2,1,,6,1,,1,3,,963,969,,68.1,101.6,.301,.379,.534,48.2,50.3,9.1,9.3,.501,15.7,25.7,.218
121,Illinois-Chicago,14,7,7,.500,1.85,-1.46,,0,3,,3,3,,2,3,,996,902,,68.5,94.1,.331,.319,.478,49.4,41.2,10.2,9.3,.431,15.0,28.1,.244
122,Incarnate Word,13,5,8,.385,-12.31,-5.22,,,,,3,1,,2,6,,981,1009,,73.8,105.2,.367,.359,.536,50.8,53.7,10.7,12.2,.496,14.4,30.8,.267
123,Indiana,14,10,4,.714,4.90,3.33,,2,1,,8,1,,1,1,,1062,1040,,70.7,105.1,.283,.436,.529,48.3,54.9,10.9,7.2,.497,13.9,28.2,.208
124,Indiana State,14,12,2,.857,14.54,0.69,,3,0,,6,0,,2,2,,1220,1010,,73.3,98.4,.265,.316,.516,49.3,39.2,8.4,12.4,.485,16.6,27.6,.192
125,Iona,13,6,7,.462,-0.01,-0.62,,1,1,,3,2,,2,2,,930,922,,69.0,102.8,.438,.429,.553,51.5,56.0,9.0,12.3,.517,19.0,30.7,.303
126,Iowa,14,8,6,.571,13.41,4.34,,0,3,,6,1,,0,4,,1214,1087,,75.5,102.8,.287,.356,.535,49.2,49.5,8.4,8.5,.508,16.0,28.8,.200
127,Iowa State,13,11,2,.846,24.21,-2.95,,,,,9,0,,1,0,,1121,768,,71.3,82.9,.323,.460,.495,44.9,56.9,8.5,6.3,.455,24.4,24.0,.232
128,IUPUI,15,5,10,.333,-19.75,-5.58,,1,3,,4,3,,1,5,,1018,1150,,68.4,111.1,.340,.354,.587,51.7,55.1,9.2,6.9,.563,17.5,32.3,.236
129,Jackson State,13,4,9,.308,-8.66,3.27,,,,,0,0,,2,9,,894,1049,,71.6,112.7,.404,.451,.581,51.7,62.7,11.3,10.2,.551,16.3,33.1,.281
130,Jacksonville,14,9,5,.643,-11.73,-2.01,,,,,6,0,,2,5,,1057,1033,,72.3,101.2,.378,.385,.518,47.5,54.2,10.9,8.4,.480,16.3,31.4,.260
131,Jacksonville State,15,8,7,.533,-0.98,-3.23,,,,,4,3,,3,4,,1089,936,,67.3,91.9,.332,.335,.494,45.0,42.9,9.8,8.5,.455,17.5,24.7,.232
132,James Madison,13,13,0,1.000,10.82,-4.68,,1,0,,6,0,,5,0,,1193,936,,74.5,93.9,.331,.327,.503,46.3,42.5,7.8,6.6,.465,18.6,28.5,.234
133,Kansas,13,12,1,.923,17.70,4.45,,,,,7,0,,1,0,,1035,849,,71.2,91.7,.226,.406,.470,45.9,46.8,9.9,7.1,.444,15.1,25.1,.153
134,Kansas City,16,6,10,.375,-8.78,-1.01,,1,1,,5,0,,1,7,,1120,1114,,67.6,102.2,.399,.369,.542,44.7,53.6,9.4,8.6,.501,16.2,25.2,.288
135,Kansas State,13,10,3,.769,8.75,2.29,,,,,8,1,,1,0,,986,902,,68.5,97.5,.245,.379,.502,45.9,47.3,11.1,10.7,.472,15.9,29.6,.178
136,Kennesaw State,14,9,5,.643,-5.97,-4.16,,,,,5,0,,2,5,,1197,1092,,78.0,99.2,.409,.350,.514,50.1,47.9,9.4,13.9,.471,17.2,30.7,.287
137,Kent State,13,8,5,.615,4.71,1.62,,1,0,,5,2,,1,2,,1041,944,,71.2,100.1,.344,.425,.537,48.2,53.6,10.4,6.5,.511,18.5,30.0,.228
138,Kentucky,12,10,2,.833,19.20,1.54,,,,,7,1,,1,0,,1093,881,,74.2,97.9,.298,.429,.511,48.8,54.5,7.2,6.7,.480,16.5,27.8,.207
139,La Salle,14,9,5,.643,-3.10,-2.95,,0,1,,7,2,,1,3,,1074,1010,,67.6,103.1,.285,.325,.524,52.1,52.1,6.0,7.8,.496,15.1,30.6,.198
140,Lafayette,14,2,12,.143,-13.79,-0.41,,1,0,,2,4,,0,6,,818,976,,67.5,103.3,.304,.388,.535,53.5,51.6,10.7,7.8,.499,16.4,30.4,.226
141,Lamar,13,6,7,.462,-8.38,-6.83,,,,,4,1,,0,6,,1072,1014,,74.8,103.3,.420,.436,.545,46.8,62.5,10.7,10.6,.506,17.2,29.0,.295
142,Le Moyne,14,5,9,.357,-14.45,-4.09,,,,,4,0,,1,9,,1034,1031,,71.6,102.8,.228,.443,.542,56.1,59.8,9.2,8.1,.519,19.3,34.4,.164
143,Lehigh,12,3,9,.250,-7.42,0.98,,0,1,,2,2,,1,7,,880,884,,74.1,99.3,.310,.370,.536,50.4,44.2,9.7,7.9,.503,16.6,23.6,.223
144,Liberty,15,11,4,.733,7.62,1.03,,,,,6,1,,1,1,,1174,920,,65.6,93.5,.272,.332,.493,46.1,40.6,8.6,10.3,.455,15.9,23.7,.205
145,Lindenwood,14,6,8,.429,-16.15,-3.70,,0,1,,3,3,,1,5,,940,1002,,69.4,103.1,.421,.422,.554,52.0,55.0,9.7,7.9,.519,16.6,26.5,.293
146,Lipscomb,15,9,6,.600,1.15,-0.85,,,,,5,0,,2,5,,1209,1098,,73.4,99.7,.237,.379,.508,50.7,41.9,7.7,9.7,.482,15.2,29.3,.166
147,Little Rock,15,7,8,.467,-6.47,-5.14,,1,1,,6,3,,1,4,,1188,1208,,72.3,109.6,.444,.363,.564,50.6,47.0,6.5,8.7,.520,16.0,32.5,.324
148,Long Beach State,14,9,5,.643,-0.74,-0.32,,1,1,,3,1,,5,2,,1120,1074,,76.1,99.9,.334,.456,.533,48.4,59.3,10.4,6.9,.507,18.1,29.8,.220
149,Long Island University,12,1,11,.083,-19.27,-1.27,,,,,0,2,,0,9,,754,970,,73.3,110.2,.438,.300,.557,56.9,53.4,12.3,11.4,.520,14.4,32.9,.305
150,Longwood,16,12,4,.750,-0.01,-7.47,,0,1,,8,0,,4,4,,1237,1008,,69.2,88.9,.319,.384,.494,41.6,49.6,9.2,5.7,.460,19.2,22.7,.217
151,Louisiana,13,7,6,.538,-0.91,-0.64,,0,1,,4,0,,1,5,,1002,930,,69.1,103.6,.415,.313,.543,51.2,50.0,10.0,11.2,.503,18.8,35.6,.293
152,Louisiana State,13,8,5,.615,5.70,-2.07,,,,,6,2,,0,1,,998,897,,70.1,97.5,.294,.438,.516,49.2,49.7,10.9,9.9,.480,19.2,32.1,.215
153,Louisiana Tech,15,10,5,.667,7.13,2.13,,,,,8,0,,2,5,,1152,954,,68.5,92.1,.314,.357,.481,45.9,46.8,9.2,9.6,.444,16.7,27.3,.218
154,Louisiana-Monroe,12,4,8,.333,-13.04,-1.04,,0,2,,3,2,,1,6,,824,868,,70.1,103.2,.404,.466,.531,47.8,65.0,10.8,9.4,.485,16.5,30.9,.296
155,Louisville,13,5,8,.385,-3.00,-0.39,,0,2,,5,3,,0,3,,948,982,,70.2,106.5,.315,.360,.547,48.5,53.2,9.2,10.3,.514,14.6,28.1,.231
156,Loyola (IL),14,9,5,.643,2.93,-1.22,,1,0,,7,1,,1,2,,1045,940,,70.0,95.9,.350,.365,.500,47.9,50.3,9.4,10.1,.462,15.2,24.7,.243
157,Loyola (MD),14,2,12,.143,-14.91,-2.14,,0,1,,1,3,,1,8,,918,1050,,68.0,108.4,.317,.370,.543,50.4,53.0,12.3,12.1,.515,13.4,29.2,.219
158,Loyola Marymount,14,7,7,.500,1.65,-0.66,,,,,5,3,,1,1,,1045,974,,69.0,100.8,.319,.282,.515,47.0,47.6,9.3,10.4,.474,13.6,26.2,.237
159,Maine,15,8,7,.533,-6.26,-5.26,,,,,3,1,,3,6,,1032,994,,67.8,97.7,.335,.336,.517,52.3,54.0,8.6,8.9,.489,17.6,28.6,.219
160,Manhattan,11,4,7,.364,-14.44,-1.44,,1,1,,2,2,,2,5,,718,836,,70.6,106.4,.221,.343,.540,54.2,57.4,10.6,12.3,.516,14.7,30.8,.163
161,Marist,11,7,4,.636,-3.45,-9.00,,2,0,,3,1,,4,3,,730,669,,66.8,91.0,.405,.398,.496,50.0,43.0,10.1,6.3,.452,19.0,24.6,.280
162,Marquette,14,11,3,.786,20.09,8.45,,2,1,,8,0,,1,2,,1092,929,,70.5,94.1,.270,.440,.515,50.7,55.6,8.5,8.3,.486,20.1,28.9,.189
163,Marshall,15,7,8,.467,-2.15,0.28,,2,0,,4,3,,2,2,,1138,1139,,74.4,102.0,.294,.365,.516,49.1,51.3,10.2,7.5,.484,14.9,29.6,.207
164,Maryland,14,9,5,.643,7.02,-1.05,,1,2,,8,1,,1,2,,1004,891,,67.3,93.8,.317,.266,.495,48.9,45.3,8.3,9.1,.453,18.3,31.9,.233
165,Maryland-Baltimore County,15,5,10,.333,-13.91,-7.20,,,,,4,3,,1,7,,1185,1260,,76.3,110.1,.323,.325,.550,51.5,43.6,11.8,6.2,.517,13.4,30.8,.234
166,Maryland-Eastern Shore,12,3,9,.250,-16.89,2.11,,,,,3,1,,0,8,,783,897,,68.6,107.8,.360,.373,.554,53.1,54.1,10.5,8.0,.525,15.9,32.4,.247
167,Massachusetts,13,10,3,.769,9.56,-2.98,,1,0,,7,1,,0,1,,1089,926,,72.5,97.3,.412,.374,.513,47.9,50.2,8.0,8.4,.465,18.2,32.0,.297
168,Massachusetts-Lowell,13,9,4,.692,-1.33,-5.93,,,,,4,1,,5,3,,1050,843,,72.6,89.3,.239,.349,.462,43.1,46.1,11.8,6.8,.431,15.2,25.7,.167
169,McNeese State,13,11,2,.846,8.69,0.36,,,,,7,0,,3,2,,1050,769,,67.2,88.0,.245,.493,.473,46.0,58.8,6.2,8.9,.440,19.7,28.4,.176
170,Memphis,13,11,2,.846,12.92,6.16,,,,,6,0,,3,1,,1031,943,,72.3,99.3,.269,.424,.505,50.6,51.8,10.0,11.7,.472,16.6,33.5,.194
171,Mercer,14,7,7,.500,-6.76,-1.85,,0,1,,5,2,,1,4,,979,993,,67.3,105.4,.457,.352,.557,50.2,45.9,10.0,7.3,.511,16.8,29.1,.333
172,Merrimack,14,6,8,.429,-3.59,0.41,,,,,4,0,,1,7,,965,988,,69.4,100.8,.328,.318,.520,55.4,57.5,10.1,9.3,.485,18.9,37.2,.231
173,Miami (FL),13,11,2,.846,15.51,0.75,,2,0,,9,0,,0,1,,1111,919,,72.8,97.1,.181,.450,.502,46.2,55.3,9.7,7.8,.477,16.0,27.6,.135
174,Miami (OH),13,6,7,.462,-6.98,-1.61,,0,1,,5,2,,1,5,,972,942,,71.0,102.2,.336,.328,.530,52.4,44.7,9.0,11.9,.494,16.5,30.1,.242
175,Michigan,13,6,7,.462,11.06,6.98,,1,1,,3,3,,2,1,,1081,1028,,70.7,108.7,.289,.320,.535,47.7,42.5,10.3,11.3,.506,13.0,31.3,.206
176,Michigan State,13,8,5,.615,19.99,7.29,,0,2,,7,2,,0,1,,1004,839,,68.1,93.8,.295,.430,.487,48.0,55.2,9.6,5.9,.450,16.6,29.1,.210
177,Middle Tennessee,15,6,9,.400,-8.02,-0.40,,,,,5,4,,0,3,,962,998,,65.3,99.4,.266,.312,.515,50.1,44.2,9.4,9.6,.489,15.7,30.3,.181
178,Milwaukee,14,7,7,.500,-8.36,-2.27,,2,1,,5,2,,1,4,,1067,1093,,69.2,111.9,.336,.375,.565,50.7,57.7,9.6,13.1,.534,15.3,34.6,.243
179,Minnesota,13,10,3,.769,9.50,-4.65,,1,1,,10,1,,0,1,,1046,862,,69.2,95.8,.244,.295,.496,45.0,49.4,11.1,7.9,.465,15.5,27.3,.177
180,Mississippi,13,13,0,1.000,7.82,-1.80,,,,,9,0,,2,0,,1006,881,,69.3,97.8,.274,.389,.495,50.6,51.6,9.9,6.4,.461,16.5,32.7,.198
181,Mississippi State,13,11,2,.846,14.25,0.72,,,,,5,1,,0,1,,991,815,,69.7,90.0,.315,.376,.475,44.1,45.3,10.7,6.8,.436,16.5,24.6,.218
182,Mississippi Valley State,13,0,13,.000,-28.56,8.06,,,,,0,0,,0,13,,627,1103,,65.3,128.7,.380,.421,.625,57.5,61.7,14.6,7.4,.602,13.0,40.1,.270
183,Missouri,13,8,5,.615,5.90,0.67,,,,,6,2,,2,1,,995,927,,69.5,102.5,.358,.391,.531,52.0,52.2,9.0,9.2,.489,17.8,34.1,.265
184,Missouri State,14,9,5,.643,4.34,-1.37,,1,2,,5,1,,1,4,,1019,939,,69.6,95.4,.242,.341,.470,45.7,43.0,9.6,8.3,.436,11.6,24.4,.177
185,Monmouth,13,7,6,.538,-2.41,-0.18,,,,,4,1,,1,5,,928,957,,68.9,106.8,.334,.443,.548,51.6,57.6,10.2,10.3,.521,16.4,32.7,.228
186,Montana,14,9,5,.643,0.25,2.80,,1,1,,5,1,,4,4,,1073,1008,,69.1,104.1,.344,.342,.535,47.4,44.0,8.9,7.5,.500,12.9,23.9,.244
187,Montana State,14,6,8,.429,-5.25,0.29,,1,1,,4,4,,2,4,,1027,1031,,69.8,103.7,.385,.311,.550,55.1,46.9,8.7,7.3,.517,17.4,29.2,.268
188,Morehead State,14,10,4,.714,-0.53,1.37,,1,0,,6,0,,4,4,,1097,888,,68.5,92.7,.310,.383,.468,41.4,43.9,9.2,7.2,.423,13.5,25.0,.229
189,Morgan State,16,4,12,.250,-17.82,1.95,,,,,4,2,,0,8,,1141,1262,,72.2,109.2,.344,.343,.536,50.6,48.5,11.9,9.7,.507,13.7,33.5,.233
190,Mount St. Mary's,13,5,8,.385,-5.73,-8.42,,1,1,,3,1,,2,7,,960,925,,69.8,99.0,.385,.325,.533,47.9,51.7,12.5,7.2,.484,18.4,28.4,.295
191,Murray State,14,5,9,.357,-2.94,-0.64,,2,1,,5,3,,0,4,,1015,1012,,66.8,107.3,.271,.386,.562,50.2,48.3,7.0,10.1,.538,15.6,26.3,.192
192,Navy,12,5,7,.417,-6.81,-6.63,,1,0,,5,1,,0,6,,812,756,,67.7,92.1,.395,.446,.497,49.5,52.4,7.8,12.6,.452,19.4,28.6,.275
193,NC State,13,10,3,.769,8.93,-0.15,,2,0,,7,0,,2,1,,1012,894,,69.4,98.1,.344,.366,.523,50.2,49.2,6.9,7.3,.489,18.0,28.7,.238
194,Nebraska,14,12,2,.857,11.88,-0.55,,2,1,,10,1,,1,1,,1095,921,,69.7,94.4,.246,.399,.471,47.0,46.1,9.3,11.6,.438,14.9,29.1,.177
195,Nevada,14,13,1,.929,14.82,0.89,,,,,8,0,,2,0,,1115,901,,69.6,92.5,.307,.442,.487,47.4,53.7,6.7,6.5,.458,16.2,25.2,.199
196,Nevada-Las Vegas,12,7,5,.583,7.40,5.30,,,,,6,2,,1,0,,930,817,,68.4,97.5,.238,.336,.505,50.3,54.6,8.4,9.1,.477,17.4,31.7,.171
197,New Hampshire,13,8,5,.615,-1.64,-0.98,,,,,5,0,,3,5,,1017,948,,75.2,97.0,.293,.373,.495,50.8,50.6,10.2,13.5,.457,14.1,26.2,.214
198,New Mexico,14,12,2,.857,15.97,1.74,,0,1,,7,0,,1,2,,1167,949,,74.3,91.2,.372,.356,.503,46.8,53.1,8.1,9.2,.459,19.4,25.0,.267
199,New Mexico State,15,6,9,.400,-7.21,5.43,,,,,6,1,,0,6,,1063,1092,,71.0,100.8,.469,.427,.524,49.9,59.8,11.2,6.1,.478,16.0,27.6,.325
200,New Orleans,13,5,8,.385,-14.41,2.26,,,,,4,0,,1,7,,967,996,,75.7,100.3,.335,.364,.526,53.2,57.3,8.8,8.6,.498,18.2,33.2,.223
201,Niagara,12,4,8,.333,-11.19,-4.28,,0,2,,2,4,,2,4,,875,902,,68.6,108.5,.295,.293,.558,51.5,42.6,7.9,9.2,.533,13.6,27.9,.206
202,Nicholls State,13,5,8,.385,-4.91,4.90,,,,,3,0,,2,6,,939,984,,68.9,106.7,.361,.393,.513,53.8,49.6,10.0,13.6,.480,13.1,34.7,.242
203,NJIT,12,4,8,.333,-15.12,-4.21,,,,,3,2,,1,6,,865,909,,69.9,108.3,.398,.335,.538,52.8,52.7,9.9,10.4,.506,15.1,36.2,.266
204,Norfolk State,16,9,7,.563,-3.71,-0.71,,,,,5,0,,2,5,,1186,1088,,68.6,99.2,.443,.496,.534,49.2,60.3,8.7,9.2,.494,19.7,30.8,.304
205,North Alabama,14,6,8,.429,-7.26,-2.26,,,,,5,1,,1,7,,1069,1052,,70.0,104.6,.385,.357,.540,50.2,54.4,8.4,8.4,.499,15.2,28.3,.279
206,North Carolina,13,10,3,.769,20.54,7.54,,2,0,,6,0,,1,0,,1105,936,,72.5,98.3,.261,.397,.506,47.0,43.6,7.1,9.5,.473,14.9,26.9,.192
207,North Carolina A&T,13,2,11,.154,-16.70,-0.70,,,,,0,2,,1,6,,901,1109,,70.7,120.5,.317,.340,.605,58.6,54.3,8.8,11.5,.585,14.5,36.6,.222
208,North Carolina Central,15,8,7,.533,-8.64,-1.55,,,,,5,1,,3,5,,1168,1036,,71.0,96.5,.354,.385,.514,51.2,55.0,9.0,10.6,.471,18.9,32.3,.260
209,North Dakota,16,8,8,.500,-11.64,-4.64,,0,2,,4,3,,2,5,,1171,1150,,68.6,104.0,.286,.330,.536,49.3,44.7,8.6,5.6,.503,14.6,27.3,.211
210,North Dakota State,15,7,8,.467,-6.74,0.34,,0,1,,5,2,,2,5,,1150,1085,,68.1,104.5,.270,.281,.532,48.3,43.0,6.6,9.9,.507,13.1,25.5,.187
211,North Florida,15,7,8,.467,-11.47,-2.63,,,,,6,2,,1,6,,1152,1128,,72.3,104.1,.335,.293,.544,50.6,49.1,10.5,15.4,.507,15.0,26.8,.246
212,North Texas,12,7,5,.583,8.34,1.24,,,,,6,0,,0,1,,830,707,,63.3,92.1,.330,.342,.475,47.0,45.3,10.5,10.2,.434,17.3,30.6,.232
213,Northeastern,13,5,8,.385,-2.94,-1.17,,,,,2,1,,2,6,,946,969,,66.5,112.2,.242,.375,.574,48.0,48.8,9.5,11.0,.551,14.2,29.6,.178
214,Northern Arizona,14,6,8,.429,-11.67,-0.81,,0,1,,2,0,,3,7,,925,1077,,70.2,109.6,.421,.373,.578,55.7,44.9,10.8,7.7,.540,16.6,30.6,.306
215,Northern Colorado,13,7,6,.538,-4.48,-2.02,,1,0,,4,1,,2,4,,1035,1012,,71.2,106.2,.290,.421,.560,49.5,48.6,10.3,8.8,.528,15.5,24.9,.218
216,Northern Illinois,13,6,7,.462,-4.21,4.89,,0,1,,3,3,,2,4,,1010,1014,,73.5,106.2,.279,.331,.521,51.0,51.9,9.5,5.0,.490,13.2,32.2,.199
217,Northern Iowa,14,7,7,.500,4.15,3.08,,1,2,,4,1,,2,4,,1075,1021,,68.5,104.5,.341,.395,.553,48.1,42.3,8.9,10.5,.510,14.9,22.2,.266
218,Northern Kentucky,14,7,7,.500,-4.84,-1.92,,2,1,,5,1,,2,6,,1013,996,,70.0,101.6,.261,.382,.540,51.0,57.6,9.7,7.9,.512,18.8,31.3,.189
219,Northwestern,13,10,3,.769,8.16,1.39,,1,1,,7,1,,1,1,,941,853,,65.0,100.0,.350,.402,.540,51.5,56.5,7.2,9.0,.501,18.7,29.1,.258
220,Northwestern State,13,2,11,.154,-22.30,-0.85,,,,,2,2,,0,7,,899,1064,,70.8,115.5,.347,.380,.584,55.4,51.4,9.6,11.9,.559,16.0,37.7,.243
221,Notre Dame,14,6,8,.429,1.66,3.66,,1,2,,5,4,,0,3,,879,907,,64.7,98.4,.272,.342,.501,48.6,47.9,10.2,8.9,.467,14.4,26.7,.199
222,Oakland,15,7,8,.467,2.85,4.65,,2,2,,1,2,,4,5,,1085,1112,,68.3,108.5,.295,.426,.562,50.0,64.9,8.4,8.3,.531,15.0,28.3,.220
223,Ohio,13,6,7,.462,-1.58,-3.16,,0,1,,4,3,,0,2,,1029,930,,70.1,100.1,.403,.381,.526,49.3,39.9,7.8,8.8,.486,17.9,30.7,.282
224,Ohio State,14,12,2,.857,16.20,2.55,,2,1,,8,1,,0,1,,1107,916,,67.9,95.5,.282,.346,.489,45.9,38.8,7.8,6.9,.462,15.7,28.8,.184
225,Oklahoma,13,12,1,.923,16.40,-2.91,,,,,9,0,,0,0,,1073,822,,70.7,89.4,.283,.364,.479,43.7,43.8,10.1,10.7,.438,17.7,25.4,.212
226,Oklahoma State,13,8,5,.615,7.02,-2.37,,,,,7,2,,0,1,,980,858,,69.4,94.2,.295,.320,.500,45.7,39.6,11.9,7.4,.461,16.3,24.4,.216
227,Old Dominion,13,4,9,.308,-5.47,2.19,,0,1,,3,3,,0,4,,914,992,,70.0,108.1,.402,.434,.561,52.0,55.6,8.3,9.3,.524,15.9,29.7,.288
228,Omaha,16,8,8,.500,-7.05,-3.55,,1,1,,6,1,,1,6,,1167,1105,,68.4,101.0,.321,.417,.534,49.8,49.1,8.8,7.6,.496,16.2,25.9,.241
229,Oral Roberts,14,7,7,.500,-3.39,2.16,,1,1,,5,0,,2,7,,1050,1035,,69.1,105.1,.250,.380,.514,54.9,52.4,7.0,8.9,.486,14.4,33.6,.179
230,Oregon,13,10,3,.769,11.87,4.03,,2,0,,8,0,,1,0,,1015,913,,70.1,99.2,.340,.351,.528,48.7,47.5,7.4,8.7,.493,17.5,27.2,.241
231,Oregon State,13,9,4,.692,2.31,2.31,,1,1,,9,1,,0,0,,935,899,,66.8,98.8,.320,.402,.508,48.6,54.3,10.5,8.5,.475,16.6,30.6,.220
232,Pacific,15,6,9,.400,-19.58,-6.51,,,,,5,4,,1,5,,973,1107,,70.7,103.6,.355,.380,.559,55.2,49.1,10.2,9.4,.525,16.8,27.6,.255
